id	c0r1	c0r2	c0r3	c0r4	c1r1	c1r2	c1r3	c1r4	i	i	i	i	i	i	i	i
339	5.671072	6.10911	4.289346	5.863616	4.332965	6.279003	2.559707	5.158016	4.082818	6.770989	3.922818	3.952601	6.214296	6.329679	5.706869	6.036546
340	7.422217	6.133958	6.594667	6.616232	7.443693	6.33298	6.709276	7.326723	6.651954	7.531571	6.244766	6.39624	6.84823	6.666306	6.586991	6.448902
341	15.066017	11.809292	31.300236	34.815254	21.680094	23.706888	11.293855	9.418705	11.238144	14.130971	16.73995	33.907642	34.553841	35.171127	16.140778	30.835329
342	15.28965	14.891268	16.682203	11.711824	15.908321	17.498169	12.23705	12.45597	15.758124	18.33745	24.481585	15.873636	14.746076	16.491713	9.03264	15.446365
343	0.259324	0.234622	0.230724	0.250079	0.238589	0.254577	0.237532	0.252391	0.243286	0.241901	0.247828	0.233789	0.242211	0.236672	0.239877	0.250445
344	7.156405	21.413174	14.471011	17.6896	21.458052	11.382588	18.437826	17.467649	17.355331	25.049578	8.319497	19.414106	18.575838	24.55504	14.473763	9.478792
345	1.640097	1.685013	3.594491	4.804715	5.093868	2.560871	1.554207	3.779085	2.255423	3.271533	2.040079	2.20269	3.195974	1.608139	2.74958	3.798888
346	4.922291	9.607395	8.216063	4.666908	8.2228	6.443047	7.578922	15.814234	7.142946	2.495066	10.432788	10.190644	0.784821	8.379148	17.863514	8.152623
347	2.527773	2.568753	3.064922	1.937302	2.222366	3.963225	2.981792	2.682955	3.027131	3.210611	3.830628	2.262804	3.458094	2.386012	3.781252	4.220515
348	4.941268	4.611704	4.373922	4.390613	4.724566	4.915305	4.720671	4.902284	4.850753	5.035224	4.667962	4.803418	4.587909	4.947605	4.744264	4.592106
349	18.124012	14.762528	20.753267	19.618593	14.801839	20.747267	17.803593	16.437389	18.273239	14.064674	16.448736	21.804501	12.596265	19.296251	12.767775	12.724282
350	7.0042	7.686941	6.948335	8.520205	8.723035	5.992518	5.912505	8.411049	6.886983	7.775026	7.207284	6.76151	5.746351	8.70682	7.057692	6.481177
351	6.769674	8.54966	6.634122	5.644526	5.381059	5.714078	7.05094	8.623004	7.110446	7.477253	7.738819	5.964452	6.975749	7.254479	5.022818	5.481226
352	4.096494	6.765178	4.403478	4.917005	3.709877	2.366687	8.682068	2.431939	3.42874	1.363481	5.771964	6.973739	4.857901	2.471895	8.208653	3.259339
353	39.932106	24.111881	33.533722	25.016165	27.702051	31.527349	34.570057	23.225136	34.041519	20.754232	37.750603	23.158768	19.269865	26.226772	26.518414	35.593777
354	25.676392	16.473183	22.396128	14.761097	27.09626	20.392689	9.081554	27.16757	25.960886	27.153355	22.677317	27.760706	22.96471	13.049534	17.153587	19.902475
355	19.03775	12.616184	21.811083	13.901936	20.053301	16.707466	21.517323	21.168909	15.759839	13.608936	16.30179	14.192111	18.369963	14.465318	15.563776	15.925921
356	0.628859	3.839301	4.020507	2.141889	2.188484	2.293136	2.020571	3.179074	2.868578	3.79773	4.342149	3.114524	3.06102	1.534076	4.385497	4.782409
357	5.941377	7.341733	8.336575	6.115502	5.259725	5.852806	8.678215	10.346026	2.34241	8.577477	14.113311	4.822532	5.219563	5.85219	4.469348	5.74205
358	1.69092	4.51127	2.972189	7.87604	5.305797	7.261457	5.70747	4.920554	5.355824	5.539625	2.308163	4.507835	3.442504	1.601205	6.65035	5.426411
359	13.593498	6.760201	8.327556	16.823818	17.651899	13.114495	9.712125	8.948963	14.782199	13.698807	12.511901	6.854284	12.739703	13.180342	14.709899	10.659436
360	19.221573	18.799534	19.478031	20.846199	21.787609	24.312174	19.466177	19.974735	18.727488	21.512999	27.151367	22.566156	19.980042	22.909992	17.624454	18.934206
361	3.028727	4.862137	5.187057	7.311996	6.112822	9.104399	3.959097	6.243243	5.369562	5.975194	3.653415	3.982989	7.947439	6.858432	8.167898	7.638772
362	4.289767	4.231191	4.218266	4.213122	4.257859	4.251041	4.234272	4.097803	4.103564	4.276772	4.270341	4.072233	4.247285	4.09376	4.176696	4.100867
363	14.267005	20.225756	7.274494	14.432523	19.778173	16.217373	6.023289	11.419392	7.921453	8.189349	15.449497	11.398298	8.834875	11.079345	13.808481	10.742497
364	1.396991	1.501836	1.362958	1.459225	1.455647	1.273389	1.340213	1.271627	1.587671	1.340056	1.163586	1.626558	1.570405	1.586957	1.568029	1.66635
365	4.753072	4.926304	3.575924	5.684948	3.896373	5.567563	6.662464	4.682439	4.595535	4.447206	3.847332	5.229144	4.976917	3.956085	4.186882	4.214329
366	23.156569	33.236347	32.209991	26.961676	7.28013	32.479561	7.070168	16.149193	17.156441	10.623302	29.677713	8.212209	25.514214	14.642194	28.375835	29.593882
367	1.340348	1.419022	2.838757	2.093346	1.986152	0.795815	2.075611	1.968255	2.853398	2.190444	2.032641	2.133136	2.213438	1.917786	1.185061	2.213745
368	5.390167	5.784659	6.378088	5.13476	5.229511	6.651294	3.55749	3.893761	4.33668	5.695774	6.756977	3.854106	5.293402	5.031321	5.924696	5.693202
369	1.547664	2.831812	1.178058	0.643219	1.446842	2.69387	2.404963	1.554176	2.15035	2.904757	1.67556	0.366731	1.98098	2.0829	2.386689	0.814121
370	1.606336	2.519691	1.617296	1.892814	1.775032	2.450773	1.784822	1.852251	1.651277	1.729452	1.884746	2.224148	2.080913	1.687394	2.317776	2.198126
371	13.474301	20.592405	24.141899	7.636666	9.052481	15.989209	20.812113	24.499041	20.074472	10.204561	14.122261	33.365253	24.754196	26.172096	16.489292	22.119408
372	10.508753	14.038718	17.193771	15.73057	13.675712	16.597858	10.628897	13.180799	14.769676	15.587831	15.365931	16.381392	15.96785	17.328047	14.086216	11.187504
373	10.305429	5.261985	9.076965	6.175425	5.817721	6.974709	9.341344	6.392083	7.225002	5.324763	6.123433	5.594063	7.561955	6.303356	7.253879	6.148482
374	6.405333	7.954612	5.72849	7.673995	7.555972	8.085278	5.230906	9.992015	8.163829	9.740863	9.394224	8.215084	5.149096	5.681161	8.651038	5.796215
375	2.277558	1.898971	2.257342	2.06894	4.027132	2.918757	2.109368	4.138992	2.348142	1.702283	4.872946	1.908334	3.850785	1.838495	2.07356	5.189905
376	9.877501	15.494828	13.095958	14.218937	9.228186	6.58019	12.565698	12.847532	15.025823	12.506187	6.792789	5.917353	15.978172	17.612959	10.240987	8.40281
377	0.763194	0.764176	0.771237	0.776578	0.778692	0.772502	0.76074	0.763541	0.768491	0.773355	0.788792	0.762321	0.771465	0.785809	0.767764	0.789154
378	6.227742	1.777016	8.829704	4.510213	4.250602	2.895042	9.230569	3.727588	7.348855	3.061214	1.754489	6.071916	8.13178	5.735293	3.900621	4.035787
379	12.379799	17.422649	14.710927	15.859986	16.227604	17.863895	12.412505	14.76403	15.521457	17.627731	16.220739	15.93226	17.428648	17.022327	14.069195	17.743465
380	6.121063	6.347866	7.794898	8.079041	7.575219	4.027752	8.295918	6.72611	6.441413	12.089539	6.639325	4.28315	10.158631	10.248919	11.171492	9.71641
381	2.75978	2.499881	3.32096	2.111365	1.960909	1.711498	3.10373	2.806561	2.637043	2.089612	1.477479	3.575088	3.698244	3.062453	3.315262	3.097667
382	1.750304	2.293021	1.774133	2.073343	1.277897	1.259179	2.596762	1.228968	1.705045	2.492981	1.569756	2.178826	1.822617	1.984804	2.656684	1.755035
383	6.378901	2.318163	9.443708	4.200918	6.989633	5.554618	6.496661	7.421719	5.547175	6.602983	4.309463	4.856439	3.633414	0.893487	3.021312	7.468805
384	10.830831	7.748047	6.815419	6.39118	10.308825	11.497956	13.190756	6.346128	6.204621	13.269044	8.806417	7.198075	7.406509	6.374352	6.349121	7.215383
385	8.662868	6.788574	1.561836	3.280123	8.914099	8.063765	6.321425	5.246479	8.048815	8.026665	5.477817	5.87131	3.249587	7.586282	5.014607	4.590345
386	3.851342	3.825352	3.936271	3.786247	4.063749	4.004334	3.909609	3.85977	3.660969	3.793276	3.916023	3.821967	4.024685	3.728339	4.07306	3.748466
387	1.436138	0.915394	1.352744	2.210918	1.009661	2.281231	1.513947	1.402013	1.680655	1.497428	1.032373	1.757104	1.969318	1.698573	1.105524	1.266033
388	8.987166	6.795928	4.359392	4.397517	8.163063	6.182747	6.23519	5.052645	4.818105	5.995999	5.089386	6.924281	5.372	5.685003	7.392802	6.166245
389	1.416492	1.785524	1.666742	1.629741	1.468121	2.308803	1.182039	1.339131	2.431454	1.827599	0.677248	2.706079	1.535277	1.542912	2.838012	1.822045
390	41.15435	38.949871	36.214935	37.838947	38.517727	42.329166	37.891754	41.002827	38.286541	39.574238	44.588928	41.862251	43.002274	44.527771	39.047104	40.360138
391	7.22304	7.343405	6.183386	5.734876	5.351503	4.497902	4.235832	7.573489	4.492941	6.517887	6.432643	3.263715	6.106343	4.533058	6.980473	5.095777
392	49.415733	46.200188	60.378757	34.286419	55.739491	59.833462	37.211109	32.933838	46.925945	48.71077	42.433754	53.186817	44.096249	54.15823	29.383587	42.730259
393	8.877186	8.27129	7.709138	9.623254	6.744654	10.079262	12.901423	3.985458	6.010513	7.427842	17.779291	4.356796	2.799777	14.569622	14.555572	11.874
394	7.546637	6.721582	8.540362	8.161938	7.889963	8.962997	12.686598	7.287352	11.901601	7.775532	9.824709	8.053867	7.473972	8.909004	11.565584	9.194238
395	15.104581	12.256356	14.372842	13.597208	9.239234	13.957376	14.056747	15.269534	12.075775	15.387671	14.577567	15.617374	7.18571	14.386497	14.880912	13.772647
396	7.073353	8.716357	7.209611	7.485778	7.170359	7.989192	7.243932	9.142574	7.625083	7.138241	7.484527	8.16835	8.209371	7.702178	8.81952	6.45399
397	5.500979	4.646267	5.020895	2.561661	5.647883	3.429701	3.974865	3.003621	2.569874	6.922964	6.524122	1.786637	3.18068	6.75541	4.76598	1.986517
398	20.71348	20.087009	18.820337	10.7575	11.311301	21.538498	17.385178	13.432582	11.865943	18.617823	15.481205	14.99381	15.816195	17.464125	10.819925	11.801245
399	13.544477	17.066694	11.619883	12.891895	13.123602	11.94178	14.782233	10.651039	16.97398	10.137193	20.076874	17.723396	13.593626	15.750753	16.498674	11.510661
400	15.597783	9.638855	9.576055	7.014205	8.795164	12.767776	7.339096	17.816597	17.046982	18.521955	12.678767	15.307132	11.742321	15.264425	13.334109	15.600405
401	5.541397	8.22938	7.706649	6.339996	7.018464	7.829568	5.53995	7.177515	6.751132	6.515685	7.448945	4.888593	6.824275	7.151884	7.37416	7.499791
402	1.971443	1.632393	1.973691	1.436097	1.104378	1.192393	1.865631	1.18205	1.16538	2.198556	1.502578	2.252143	0.765278	0.508216	1.266188	2.021786
403	41.878262	40.35392	42.460224	40.420937	36.247791	42.312702	40.783798	40.925961	38.623455	39.655212	37.235054	37.160988	42.758507	35.52005	41.736633	42.757923
404	1.334191	4.66365	2.192115	1.039265	2.722001	1.319631	5.475241	2.012653	2.030785	2.925143	3.452903	4.35618	2.456566	4.217953	5.112041	3.490207
405	9.218243	9.716691	7.053061	7.945615	7.273376	8.25605	9.351924	7.278905	7.909353	8.636007	8.564398	8.198251	8.26494	9.659776	8.741207	8.972862
406	14.417422	13.915119	13.87992	14.041518	14.077723	13.811144	13.828872	13.994768	13.9276	14.316081	14.721126	14.505309	15.01645	14.412847	14.184656	14.556236
407	7.205654	10.380007	8.074756	10.310112	11.435411	7.443933	4.736646	7.238616	7.820541	6.754651	5.582155	8.551537	5.968973	4.775439	5.308584	4.207532
408	1.279419	1.327998	1.363969	1.265347	1.24034	1.236942	1.311614	1.304839	1.335369	1.227323	1.375227	1.212659	1.278174	1.217797	1.226213	1.213109
409	9.415634	4.959407	8.195999	6.916587	6.631669	10.286706	3.225632	6.758912	4.231148	8.423395	5.530061	8.700406	6.521416	7.294668	6.139526	7.484977
410	2.263193	2.59946	1.6936	1.792327	1.539479	1.569258	1.570448	1.934553	2.55284	1.967852	1.216026	1.998533	1.716946	1.543149	1.994809	2.054887
411	7.741163	7.54843	7.600816	7.625833	8.049029	7.76549	8.043816	8.101185	8.20612	7.879686	7.672012	7.59975	7.71577	8.04622	8.334798	7.983831
412	45.350765	45.338306	45.35611	45.34856	45.357876	45.344616	45.354897	45.334198	45.36874	45.38588	45.300308	45.366463	45.341713	45.338737	45.353878	45.330746
413	3.02201	3.194699	5.712151	2.826979	4.194562	3.408836	1.967373	2.62307	5.282124	3.678589	4.487295	3.968848	4.745244	2.53043	4.48476	3.10621
414	0.589695	1.546949	0.96788	0.597141	1.033803	1.118063	1.037423	1.847864	1.110913	0.854496	1.69638	1.278319	0.672078	0.767623	1.086701	1.543252
415	0.554432	0.80198	0.365097	0.717772	0.990229	0.37761	0.598953	0.904709	0.355516	1.000636	0.792633	0.433607	0.63026	0.507594	0.737871	0.416004
416	0.226633	0.155245	0.199244	0.211344	0.160137	0.216525	0.223987	0.207022	0.21764	0.192375	0.255917	0.165581	0.215357	0.213843	0.187308	0.199876
417	14.726336	15.96705	15.02107	14.506438	14.733747	16.211985	15.367921	13.903543	15.998203	14.947473	16.200979	13.63096	15.990457	15.312971	14.280515	14.908701
418	9.557975	6.933671	4.297531	13.364178	8.450107	9.039637	5.654383	4.218408	17.687462	5.445446	2.961818	6.768527	12.032707	18.218861	5.29839	13.871498
419	11.536875	2.496807	22.000177	9.239465	13.043348	9.71703	9.522505	14.439617	16.583611	11.925273	5.91099	24.585863	8.592405	1.857604	21.944628	6.313233
420	12.435349	11.925468	14.072316	29.204924	11.197566	24.06176	12.914915	23.769361	14.595815	9.464375	11.869133	27.508106	15.93616	24.689571	25.435698	24.9489
421	16.635715	17.548956	9.941178	8.71279	10.079578	15.669312	13.178855	13.034875	13.762976	9.508524	17.756279	10.064002	9.146383	21.651348	13.721624	9.643383
422	3.741081	3.969179	3.011897	3.136155	3.223648	3.406057	2.923551	3.901371	3.741199	2.603296	3.300817	2.732026	3.050103	2.695014	2.244187	2.984964
423	14.017082	25.608191	28.316174	21.838947	14.794802	37.704727	31.645847	12.300612	27.211197	27.007181	26.716619	13.927485	17.680172	19.238342	22.530457	7.780876
424	8.066844	5.452551	6.39941	5.698418	6.63861	7.063957	8.421616	7.616917	6.05572	4.700655	4.531328	4.820612	5.943696	5.084147	5.034075	4.96953
425	1.293694	1.350441	1.069402	1.431179	1.101784	1.327196	1.450493	0.860514	0.8768	1.154024	1.264856	0.892718	1.063299	1.18488	1.162344	0.964839
426	27.903507	24.82535	26.501091	23.163366	22.967417	19.757204	18.906923	22.026417	27.54722	18.583923	20.022852	26.784079	23.050709	27.590391	27.053671	26.531782
427	38.096008	31.089605	34.368919	38.426384	43.405178	37.268524	34.668514	33.658878	36.034649	24.359364	35.91761	31.05695	38.718029	27.13751	40.115746	31.080006
428	15.387964	6.466876	4.653649	8.318015	6.085149	6.539839	5.809321	15.127175	12.806515	7.121153	11.364976	9.438928	5.71191	12.659765	10.437097	5.978979
429	3.060236	4.192035	3.728381	2.332572	2.402883	1.872655	3.100967	2.876179	5.039221	6.580608	3.776471	5.586139	5.170526	4.139678	2.939169	3.862157
430	5.966269	10.653444	5.632164	8.896678	0.10448	2.272812	4.139507	3.562605	0.244946	1.813224	5.130475	7.446301	0.445698	0.569935	6.257783	5.354217
431	21.058275	14.662432	11.787381	17.859739	23.591274	16.114424	19.601856	19.020571	16.159655	21.615112	19.07535	14.820738	14.821357	21.794624	19.196939	12.947175
432	39.1339	29.958691	48.678188	4.393417	26.077103	28.590508	17.220623	38.373524	29.801733	37.385769	14.87198	6.935621	29.664242	18.26236	27.224932	7.801692
433	0.093059	0.046469	0.085225	0.044366	0.055669	0.032399	0.076822	0.104854	0.131825	0.059466	0.123718	0.081739	0.090082	0.055749	0.063385	0.077762
434	0.252629	0.249393	0.217587	0.199813	0.184124	0.198382	0.266761	0.216542	0.266005	0.204124	0.223183	0.230962	0.251395	0.223734	0.204052	0.220439
435	7.128758	7.059853	7.172904	6.994553	7.143143	7.074235	7.086157	7.1178	7.151958	7.183974	7.079396	7.152525	7.243751	7.052728	7.047045	7.157541
436	3.026897	3.04559	3.035693	3.06573	3.02598	3.032911	3.045206	3.040624	3.050113	3.055848	3.072697	3.04516	3.074331	3.035234	3.013938	3.033601
437	9.207524	40.288078	14.731768	20.825287	34.514999	27.601807	13.280329	13.926186	22.966837	25.484787	12.197219	26.219843	9.845305	16.442774	8.1345	29.262899
438	0.021811	0.033549	0.034249	0.029399	0.021097	0.028793	0.03005	0.024382	0.027457	0.034077	0.029882	0.033103	0.032465	0.032897	0.03222	0.031609
439	6.302886	2.91907	4.317674	5.903201	5.061802	7.117158	7.193707	4.432617	5.1136	6.768898	2.402714	9.461457	4.9045	8.216932	8.592765	6.470754
440	9.621383	7.944972	7.114008	7.981054	7.069634	8.607756	6.224008	8.189566	6.499225	4.018083	8.955895	8.197954	5.289936	8.987331	6.584617	6.519246
441	10.965614	11.318539	11.371198	10.420015	11.524566	11.190832	10.364398	9.885408	10.275537	11.126351	10.116778	10.650477	10.089726	10.387411	10.738282	10.965755
442	22.310467	21.964193	21.88818	21.294275	22.897093	21.361385	21.665773	23.371983	21.689672	21.880171	23.041796	21.218988	23.822205	22.295151	22.817009	21.288059
443	5.518667	5.603291	4.681604	6.759498	6.133783	6.6321	6.631494	6.405191	3.354514	6.54491	5.478517	5.971493	4.577267	6.013876	6.449345	3.499066
444	12.584782	12.580477	12.454319	12.963264	12.203527	12.380539	11.927827	12.591408	13.030064	11.816521	12.12699	11.848055	12.538651	11.734084	12.395	12.481963
445	4.849158	2.991869	4.622818	4.088373	6.00536	4.164091	3.238139	3.539951	4.137223	5.566206	3.080927	2.82742	2.639153	4.290235	4.507042	5.860903
446	45.336437	44.343182	43.986862	50.737949	48.693218	44.990799	49.34742	49.036362	49.902233	48.390896	46.876175	47.104286	43.376556	50.495605	55.216087	45.960445
447	21.289984	32.3853	37.720356	22.379705	22.223759	25.114529	34.451038	24.177092	20.235277	29.137293	20.455481	32.232811	35.629673	25.761074	26.549355	29.444689
448	12.200594	12.265164	12.197213	12.166501	12.280191	12.254901	12.148388	12.152066	12.16648	12.253842	12.173899	12.260983	12.29069	12.246837	12.188785	12.193857
449	20.739775	20.673273	20.331842	20.10285	20.798969	20.724991	20.468662	20.762581	20.702492	20.724977	20.089701	20.435381	20.506748	20.564505	20.585121	20.815264
450	29.559402	29.599503	35.084648	25.056967	32.595875	30.398451	35.120056	31.786106	26.844105	25.689856	36.659916	30.261532	23.070276	29.605022	26.271189	31.342487
451	9.369276	10.188424	9.013076	10.428185	9.604235	10.027889	10.192425	8.490683	8.944484	9.710464	8.886063	10.364286	10.347826	10.191579	8.71242	9.146057
452	31.931675	11.000577	31.420589	6.184798	31.043056	30.88327	8.246432	36.8134	25.511568	26.936575	30.295734	16.96019	5.943937	23.354609	22.915262	23.950216
453	18.334517	11.414526	16.226364	15.91262	17.129356	13.205615	16.357855	14.882749	15.742136	12.119322	11.119106	13.181623	14.770198	14.804928	18.069288	15.213649
454	13.377306	10.759885	18.458475	9.011107	12.923806	15.933516	18.993412	20.227087	20.701065	14.283611	12.504857	11.340121	21.389904	18.808743	15.339375	13.967312
455	51.419228	41.859482	40.60424	41.416634	52.09111	24.468479	77.985115	16.464689	24.539106	31.320251	41.592819	33.017017	39.035206	30.135698	59.605373	38.99799
456	8.779716	12.990139	5.724799	3.775673	11.198978	5.231438	4.110162	8.359261	10.229097	6.020286	10.277712	9.88166	7.504258	4.831406	2.180679	5.581738
457	6.384723	6.808064	6.135509	6.408753	6.05485	5.843727	5.563041	5.94315	5.814011	5.631076	6.7898	5.266855	6.0602	6.778537	5.696857	5.301128
458	13.62568	13.879545	13.780814	14.506462	14.673194	13.609358	13.397879	14.271663	14.183125	14.650529	13.402583	13.582395	14.281051	13.525146	13.583035	14.220509
459	9.567653	3.726787	7.80277	21.007145	17.524822	5.677711	8.354109	18.701134	7.87135	2.814603	15.935686	7.312565	15.644534	9.803983	11.952437	7.821932
460	10.528076	15.672871	16.93796	18.310558	8.464962	2.646134	9.400952	0.607441	2.255605	7.350914	6.239166	19.498285	6.064408	13.693998	0.275637	17.895994
461	6.94975	6.899016	6.87077	6.982691	7.081811	6.925877	6.85254	6.860733	6.918947	6.877432	6.855438	6.920031	6.666826	6.883733	6.823197	6.915541
462	2.434516	2.059465	1.186967	3.319098	2.247286	3.027686	1.628194	1.690215	2.604548	2.329659	1.626414	2.002637	1.830233	2.421948	1.187024	1.967082
463	14.619237	14.208273	14.773945	14.213458	14.449377	14.497358	14.570943	14.163443	14.611152	14.353612	14.558288	14.834835	14.693027	14.86947	14.69636	14.585999
464	6.115744	5.672075	6.78028	5.955867	5.563735	5.457788	6.721046	6.225069	5.981058	4.912612	5.250026	5.573808	6.115016	7.381134	6.500728	6.737416
465	26.641624	22.714445	6.050886	27.251741	33.563259	30.073227	29.299561	15.252743	23.495756	40.81559	22.366468	17.825157	13.880869	32.234917	16.323233	41.157982
466	1.116283	0.770991	0.893005	1.252669	1.489746	2.330737	2.53832	2.192579	1.801252	1.447767	0.987033	0.886917	1.331302	1.801974	1.869309	2.48403
467	1.492714	1.391911	1.608783	1.398258	1.538837	1.498198	1.716153	1.568601	1.665461	1.526932	1.425117	1.501966	1.596003	1.620574	1.600372	1.411867
468	5.844325	5.800456	5.666325	5.789216	5.698819	5.599627	5.620613	5.766114	5.788846	5.704926	5.73803	5.71945	5.661091	5.658836	5.592758	5.769268
469	0.987459	1.098167	1.061886	0.345801	0.252514	0.901961	0.860439	0.391237	0.91964	0.706975	0.284507	1.089959	0.814252	0.821746	1.104948	0.853202
470	10.665729	14.274487	13.738624	17.198328	15.042729	13.382255	15.642648	16.181992	12.472561	16.651609	16.881268	13.518923	17.738461	12.852249	13.596827	12.9616
471	13.656799	14.241287	14.664432	13.846539	12.430462	14.128189	13.503663	13.522818	13.046142	12.953053	14.737476	12.697819	13.499702	12.544593	13.403691	13.185278
472	10.067336	10.166713	9.274611	9.023044	8.677768	10.15973	9.786228	10.023593	10.150049	9.78197	8.78704	9.414296	9.701548	10.065867	10.221945	9.721601
473	0.046664	0.065304	0.050615	0.049509	0.025741	0.03798	0.059765	0.060447	0.024862	0.017185	0.058162	0.016088	0.031788	0.034332	0.053056	0.05185
474	3.3023	6.231012	4.009813	7.647958	18.073345	11.418687	14.319018	13.743669	8.244119	15.814074	18.036995	4.49718	10.604728	15.208932	11.097413	9.102633
475	26.633318	15.183215	21.915424	21.475492	18.588558	19.316746	21.243502	15.275063	25.869341	17.071518	24.411884	16.614023	16.445654	22.305048	21.646618	24.136869
476	1.03404	1.025826	1.055597	1.250174	1.344764	1.299093	1.149737	1.415878	1.154261	1.165127	1.176282	1.255573	1.297328	1.233891	1.112436	1.158813
477	1.092849	1.085407	1.07523	1.09683	1.11468	1.116279	1.094228	1.120281	1.093811	1.09373	1.091805	1.104137	1.110982	1.08695	1.094245	1.137676
478	2.225473	1.536816	3.604492	3.713286	1.813839	2.826731	3.574975	1.16485	5.742451	1.556573	3.302706	5.375573	3.220106	4.34409	3.170577	3.007614
479	0.3203	0.587636	0.552045	0.643219	0.710058	0.390988	0.463915	0.403773	0.408847	0.58301	0.431709	0.541822	0.378349	0.398391	0.287997	0.547722
480	36.896034	37.578995	34.782867	37.487366	34.363457	35.890797	36.9939	36.781101	37.994007	35.547665	34.552868	35.96661	37.854416	36.555504	35.498619	36.183727
481	10.387033	7.75581	8.720277	8.17681	10.646613	12.555634	10.346869	13.312099	7.573431	8.294047	11.00283	12.705117	10.743365	6.746484	11.185126	11.495157
482	43.563072	41.744709	36.956284	35.549427	35.415401	35.696465	35.400162	40.449749	37.447914	34.817127	42.87458	27.934032	41.829235	45.748428	40.335114	43.61108
483	11.45014	9.448809	9.139528	11.776016	9.679092	9.150867	9.382688	11.861722	9.721305	11.986016	9.970978	10.187585	11.171668	12.59815	9.579796	11.048519
484	0.859871	0.831595	0.816727	0.790328	0.869637	0.855791	0.846255	0.843888	0.821081	0.815355	0.844033	0.850106	0.839389	0.837368	0.850787	0.851965
485	2.508904	2.680366	3.990961	1.435826	2.374097	3.334628	0.79858	2.366791	1.864928	2.390132	1.526535	1.784102	3.022746	1.817212	2.0655	2.222925
486	6.409166	5.989092	5.961989	6.508217	7.183958	6.291683	7.682425	7.981162	7.651802	6.735801	7.162549	6.614288	6.597609	6.88494	6.24056	6.754768
487	0.338553	0.630008	0.392362	0.033792	0.300488	0.635524	0.715961	0.349187	0.532867	0.756405	0.863847	0.374508	0.88808	0.76678	0.941581	0.696617
488	31.746021	28.589678	29.610212	18.19482	36.587482	51.481403	22.661598	26.505127	29.359001	24.540703	27.538977	13.427871	38.748726	33.363873	34.833725	19.22303
489	3.679415	3.138144	2.409154	4.237107	2.326506	2.908942	4.823831	3.47208	5.0329	3.907807	4.302894	3.273699	2.873935	3.587611	3.551445	3.001671
490	24.973789	12.721477	23.425804	14.297666	23.218382	23.949659	19.299028	22.234556	10.947517	20.555424	10.350751	22.925728	19.791819	16.436722	5.300777	25.222534
491	10.082602	18.670353	19.282524	7.404376	8.530074	4.748222	20.124392	20.925535	23.620665	15.361208	8.912657	11.022803	8.142209	10.513077	11.843249	20.019196
492	6.818304	7.31671	8.162865	6.38141	7.941775	5.837495	6.664672	7.495643	6.698235	6.659384	5.843875	7.034599	6.92544	6.113246	6.880471	8.891965
493	9.528937	10.296343	9.455817	10.121036	8.919089	9.29922	9.908981	9.747917	7.056261	12.820514	7.203915	10.979028	7.777742	8.983998	8.540245	7.157373
494	4.835499	5.147475	3.845515	3.33937	4.438381	3.753412	4.973179	4.906079	5.662459	5.298194	3.704436	4.592585	4.77578	4.382161	5.119168	3.60366
495	3.66108	30.43824	33.153023	24.543581	34.175171	34.878269	22.257618	21.72983	15.251162	22.475386	33.403629	30.149771	29.663975	21.149771	13.206342	27.34778
496	5.316156	6.904312	5.921465	5.115522	4.756696	4.876966	5.703412	7.150988	6.810128	6.747306	5.432176	6.471658	4.933717	6.970452	4.878232	8.069954
497	16.145658	18.953573	18.219488	15.928813	15.631212	18.079353	13.565085	18.646999	17.038513	17.832129	15.151699	16.633125	16.093403	14.410581	15.212601	15.895992
498	5.643692	4.776068	4.455213	8.669481	5.454612	4.866677	8.990384	7.383289	6.374224	6.770569	6.765724	9.371277	6.145918	4.392871	7.332111	8.10732
499	4.396671	5.979634	5.736086	4.611633	4.317581	5.350775	4.733566	5.15053	4.436902	6.117891	4.870645	5.040196	5.977533	4.472997	4.680734	3.758685
500	8.389355	5.527986	18.568924	9.420646	15.743669	12.388773	1.584328	1.482053	3.902856	14.206181	13.930997	14.278484	13.085408	5.598322	16.458521	14.659102
501	35.141354	44.429161	41.867638	45.198677	33.80125	36.845676	34.167885	48.15303	40.425564	32.081619	33.664074	41.583523	36.079903	51.910431	34.368172	36.044693
502	2.662524	2.667263	2.808787	2.73172	2.762582	2.774816	2.73601	2.698984	2.600852	2.681839	2.698246	2.740344	2.730577	2.618522	2.778039	2.803705
503	8.830569	7.831864	8.313984	4.918376	6.464897	7.8904	5.924771	10.524098	9.744626	5.468539	7.633437	4.3139	10.208165	5.633175	6.509355	10.16011
504	13.40676	11.872324	9.261062	14.532711	11.292734	11.480534	12.618035	9.653167	13.724271	9.13479	12.674817	10.606216	10.652261	12.320367	13.830951	13.257777
505	14.812268	10.173444	12.922051	14.014554	10.702015	12.619751	11.749652	8.559535	14.4905	8.591507	12.768219	9.444282	9.312824	12.519793	12.698504	11.581068
506	13.185963	12.671726	12.858553	13.103424	12.52954	13.087722	12.697762	12.735508	13.191277	12.877713	12.434676	13.137881	12.897506	12.723179	12.915877	13.184533
507	15.347036	12.506146	10.441908	13.890251	6.359112	12.717726	14.916261	8.615153	12.230566	6.895576	18.77952	21.94109	12.386493	6.652822	13.676774	13.265056
508	11.927191	12.008045	12.874993	10.988889	9.701435	10.078951	7.652383	11.27401	12.387419	11.257463	8.502338	8.370881	10.541021	7.897717	11.107727	13.402447
