id	c0r1	c0r2	c0r3	c0r4	c1r1	c1r2	c1r3	c1r4
663	6.640351	5.761127	6.089651	6.804177	4.73542	5.934366	5.937565	5.513153
664	16.073318	19.654118	23.737461	26.71393	19.124638	20.273207	22.468985	22.625189
665	6.904898	6.233921	6.27153	6.982085	7.065664	6.137053	4.302268	4.39963
666	0.188183	0.189716	0.198051	0.210875	0.214174	0.237124	0.192732	0.22673
667	30.278637	32.475975	30.675398	29.357639	24.195314	30.160391	34.061104	32.523869
668	22.30611	22.495365	28.158491	22.555349	28.911415	22.911684	16.192379	13.962743
669	10.020482	11.462952	12.427518	8.437037	13.098565	10.726173	5.932033	11.639211
670	18.55596	19.175449	18.741587	19.077106	17.817495	19.270638	19.229214	19.140514
671	16.869261	9.848514	3.534158	13.873867	4.87402	3.560179	3.407145	12.221224
672	5.426968	15.286291	9.359476	14.396794	10.452795	17.047903	11.578647	12.171458
673	4.987927	5.282165	4.704861	5.175869	4.693693	4.598898	4.369524	4.460814
674	20.410702	33.281639	29.962147	34.788391	30.911747	10.69498	44.863312	19.411596
675	3.295763	5.32768	6.665157	7.575364	6.0879	4.119303	7.068547	4.471985
676	1.853023	1.433945	1.894644	1.545545	1.635498	1.435269	1.70683	2.174601
677	1.260061	5.521755	4.574545	4.985415	4.5467	5.24865	4.126172	4.224315
678	2.045728	2.221097	1.84205	1.874269	2.189343	2.375919	2.038052	2.38825
679	6.5857	5.770364	5.851597	5.9377	6.611993	6.255365	7.005977	6.061637
680	2.555348	2.639865	2.669187	2.62831	2.639453	2.614877	2.704268	2.614618
681	14.470533	13.388699	18.688244	18.208729	15.44427	14.82936	9.242795	6.904082
682	4.828838	4.767171	4.850796	4.816904	4.872538	4.821768	4.854921	4.850305
683	2.606198	2.411173	2.606767	2.931115	2.627769	2.734564	2.955053	3.369072
684	10.23063	13.508481	13.356753	14.499865	17.593241	12.9208	16.830219	13.466539
685	10.063668	9.685403	10.416227	7.90496	10.098299	9.335057	10.502874	9.793613
686	7.943291	12.139267	12.971478	7.240839	3.980128	12.510484	9.221478	15.583029
687	1.125639	0.916716	2.672613	0.690466	1.966224	3.347896	1.323227	1.466972
688	1.465373	2.103401	2.514503	1.339229	2.050207	2.500504	1.359267	2.304941
689	2.588938	5.101744	2.401537	4.239695	4.95377	5.63118	2.970735	4.567369
690	3.551683	7.954468	7.680789	4.42487	4.446708	5.880328	5.549607	5.160428
691	1.065492	1.109142	1.169084	1.165614	1.147147	1.092233	1.218077	1.18701
692	9.866624	7.307048	7.224692	7.655265	13.639783	9.02373	10.446954	6.853184
693	3.760222	4.419929	1.986867	3.596842	3.31096	2.759961	3.537624	2.517368
694	32.693352	31.585314	25.72908	29.020685	33.693859	28.935265	29.398144	26.667255
695	1.128237	0.654659	1.371372	1.050951	1.520976	1.364881	1.35436	1.930818
696	0.294405	0.295526	0.302789	0.313668	0.308983	0.297808	0.31263	0.323783
697	6.927206	6.306434	7.497408	7.464686	6.796983	5.370652	7.371526	5.82049
698	7.719935	12.145043	7.276854	8.735944	9.341166	10.689629	9.356819	10.401261
699	4.744296	4.818765	5.404416	5.078061	4.116546	5.38631	4.518543	3.720566
700	3.023709	3.935862	3.186072	3.631539	3.441806	3.383228	3.459305	2.801331
701	14.569345	14.589603	14.401744	14.471066	14.607503	14.662738	14.628242	14.620921
702	2.805858	2.805853	2.929357	2.930316	2.945217	3.028386	2.81475	2.842455
703	1.919628	1.993412	1.943775	1.944942	1.965444	1.961356	1.94962	1.994459
704	6.999575	7.487972	6.314476	6.794291	7.208642	7.077849	7.27915	6.438449
705	3.936704	6.983819	3.661317	3.384798	1.039212	4.696188	4.089123	1.899525
706	3.710919	3.849441	3.958538	4.017119	3.70848	3.972489	4.191837	4.129091
707	1.366608	1.546202	1.220883	1.4539	1.557696	1.009348	1.375066	1.434737
708	1.540497	1.264027	1.497807	1.368232	1.736125	1.479339	1.134107	1.395492
709	35.41383	63.865646	21.754839	31.519234	61.580418	47.972458	57.741096	72.962479
710	5.00251	6.834972	5.808665	8.568645	7.641482	6.679115	2.540761	9.953858
711	8.018195	7.477011	10.932731	7.596831	7.620799	7.126815	6.295829	9.028743
712	5.125814	3.428666	4.430733	5.938731	5.309298	5.322847	5.19085	5.617809
713	16.89274	17.034245	9.890592	7.622869	5.630682	16.473888	8.579927	16.838423
714	18.227278	18.903595	20.544205	25.800667	22.198183	25.467503	26.157707	15.788594
715	5.707355	8.874901	11.887508	11.064651	8.962227	7.064727	13.766501	13.998396
716	1.205058	2.092025	1.162709	1.715271	2.186599	1.667291	1.247381	1.447022
717	11.573364	11.530447	11.519049	11.608827	11.524037	11.519626	11.636958	11.724689
718	14.683044	17.471098	14.867185	14.406718	15.399024	14.152646	14.988849	15.732528
719	9.911014	10.474016	10.185798	9.433273	9.553159	9.229437	9.504166	9.620636
720	15.42312	18.146276	18.855206	17.953613	9.251105	11.399552	22.414396	19.793499
721	10.261007	8.65078	7.481769	3.742168	3.775756	6.80263	5.71181	8.211461
722	2.353948	2.386435	2.537159	2.40372	2.577208	2.445499	2.437716	2.414252
723	15.038422	13.60438	16.123919	12.771881	18.713461	17.559896	17.206047	15.945249
724	8.640899	5.900171	8.506715	3.255007	9.117213	9.39083	9.650399	6.572007
725	0.583433	0.620323	0.732904	0.583057	0.751155	0.628841	0.50112	0.386034
726	3.633304	2.656736	3.768331	2.162491	2.546383	2.983753	1.809319	3.303615
727	20.859758	9.806369	13.967928	11.839286	11.687222	11.001793	11.347984	12.799335
728	8.517721	3.764312	6.940336	7.295711	3.061426	6.272568	10.055663	3.969379
729	6.833876	13.295955	5.107909	8.981229	5.382626	6.928133	11.195039	5.141534
730	11.219891	10.481873	7.985813	4.362598	8.400809	9.436272	7.996253	9.237396
731	11.924841	11.34533	14.577187	8.289889	7.6985	6.357013	15.008362	4.079823
732	8.346442	8.38368	6.869681	7.842492	7.84351	6.400332	5.469575	7.043247
733	4.597626	4.032917	5.345352	4.888042	4.900414	3.210714	3.454885	4.863103
734	2.555183	2.842505	1.386709	1.812738	2.790307	3.112087	4.266845	4.474491
735	3.081902	6.000188	4.440351	6.09983	6.208078	6.477901	3.9677	5.753744
736	15.519159	15.503056	21.628225	15.675098	17.292482	13.505929	13.096193	18.981272
737	22.430182	22.399332	22.425295	22.440304	22.398897	22.395624	22.415838	22.400923
738	17.462652	23.305906	19.42683	25.000181	11.38763	17.023241	26.914711	22.507971
739	6.357143	6.419843	5.762694	5.00722	6.429502	4.662452	4.837916	3.714112
740	4.018603	4.195879	3.661888	4.147908	2.785285	4.258463	3.456602	4.497047
741	10.667742	12.426167	11.430091	10.760772	8.873512	11.211155	11.795872	12.041726
742	8.899778	18.151608	11.551033	11.350126	7.665108	12.625693	11.051212	13.611551
743	27.931305	9.660713	30.215769	19.07855	34.98243	31.975714	33.317375	11.618438
744	3.777735	2.712979	2.94624	2.757313	3.24749	3.164446	5.075217	3.224629
745	3.498213	2.794079	3.487084	3.423461	3.163696	2.689837	3.39804	3.270297
746	3.47571	6.715938	3.766104	6.669712	3.963885	6.402174	4.798718	4.192586
747	29.729652	36.547428	19.778799	36.242687	22.226578	23.363672	16.86302	29.336843
748	3.153104	2.130495	2.359436	3.120569	3.43701	4.39819	2.483232	4.053309
749	17.825798	15.828067	18.897524	16.900707	17.280922	18.054178	15.712375	15.487669
750	58.60635	65.567184	49.293831	57.597248	41.852402	54.466431	47.277588	58.020237
751	20.310579	14.543321	15.945425	19.790068	22.172338	10.553332	5.31464	9.092683
752	24.984222	20.083784	14.025613	38.910084	21.174965	34.990032	20.803215	26.693729
753	0.037422	0.031322	0.037023	0.027366	0.028965	0.030753	0.030498	0.034128
754	11.207347	21.572533	24.6415	20.787558	20.047506	15.592552	14.558075	23.720606
755	0.360703	0.28179	0.44534	0.436494	0.445791	0.204849	0.429612	0.444571
756	2.712993	0.530406	2.588966	2.09752	3.837993	3.590111	2.140467	3.180492
757	41.577545	35.983482	39.100075	24.0886	30.234051	16.561251	20.778696	30.648724
758	18.111862	18.508324	15.435825	16.242081	14.110392	11.544303	17.057232	18.517254
759	3.569996	11.805766	4.392099	6.581496	11.31036	6.172418	11.992358	11.784597
760	2.332691	2.670664	1.432371	1.506614	1.753567	2.202798	1.623808	1.628676
761	9.086576	10.201529	9.089331	8.797832	10.193393	9.601566	9.704552	9.743933
762	11.54448	12.743672	11.877903	11.861521	10.816354	11.33917	13.167171	11.15271
763	6.052781	6.108387	6.15907	6.031092	6.103433	6.199512	5.975596	6.103976
764	1.907246	1.529059	2.218322	2.115784	2.121439	2.152972	1.658724	1.641552
765	0.280803	0.288223	0.381656	0.396161	0.32406	0.480031	0.227718	0.359881
766	27.607372	52.033546	50.685684	42.735062	11.346198	46.181591	29.985453	48.112392
767	7.533728	6.250595	8.165427	4.517345	7.571157	6.850467	6.015594	8.516242
768	19.961653	20.500034	23.989889	17.938259	19.816189	22.117853	19.081535	20.063223
769	0.669232	0.833396	0.79101	0.072624	0.773026	0.9053	0.675768	0.512915
770	15.041912	22.313782	14.902395	16.221773	18.740139	21.43375	18.893177	19.480623
771	2.684243	7.926398	3.007859	2.312672	11.447671	3.532604	10.698408	2.564922
772	6.48237	6.592167	6.739573	6.34159	6.753988	6.446795	6.575554	6.610726
773	2.53503	3.031983	3.715185	0.701758	0.319661	1.825334	3.424836	3.655674
774	5.633108	14.392302	8.164604	8.941576	8.190586	12.237736	6.799408	14.823823
775	4.088985	2.329084	2.833315	3.60938	1.740258	2.832931	3.824447	3.079398
776	2.872664	2.282645	1.90817	3.575347	2.656507	3.078776	2.880142	1.452513
777	6.387821	9.07678	7.06479	3.984746	6.540755	8.853178	9.153695	5.923342
778	0.551086	0.569555	0.532251	0.373358	0.588557	0.580244	0.50475	0.568781
779	18.314434	18.60681	20.034887	19.78636	17.621555	15.040833	15.879127	17.460123
780	9.597596	11.937084	13.022973	14.20173	11.414184	12.78651	6.564889	7.82593
781	4.785655	9.826102	10.136484	8.53693	13.66352	14.453218	13.665638	8.19663
782	15.388353	38.892696	27.146202	29.46159	26.282568	31.044247	28.059774	16.14813
783	11.845778	8.450185	10.076177	9.535956	13.564149	12.640492	8.250475	8.845027
784	24.858416	24.833391	23.249498	22.976046	22.852085	24.320873	22.403278	24.864536
785	16.765259	16.453175	19.722166	13.645101	19.720833	15.247771	18.590096	17.959984
786	8.16333	7.950146	7.897805	7.977177	8.087429	7.875273	7.975179	7.944556
787	1.268308	1.277649	1.215816	1.234519	1.278078	1.224739	1.051991	1.278627
788	56.828011	43.402225	37.223392	39.67643	44.700714	43.03685	44.247601	56.234398
789	1.26217	1.584691	1.466033	1.412683	1.591082	1.528384	1.28786	1.490638
790	17.966564	5.302344	3.764317	16.66485	18.415283	3.322163	16.610064	0.538549
791	26.486221	26.368265	26.215897	26.551073	26.313936	26.25695	26.486032	26.282074
792	9.006601	12.417667	13.368091	9.637782	13.589751	7.972877	9.611432	9.983071
793	15.19292	11.776687	6.365234	6.064296	15.524726	14.235827	14.163304	8.987661
794	0.569327	0.619612	0.387847	0.621467	0.396386	0.413853	0.429406	0.53699
795	4.246367	2.456202	1.701823	2.277805	2.488923	2.191839	2.542382	1.964714
796	4.519953	7.36089	7.156744	3.834339	5.669106	7.667831	7.191946	6.370749
797	26.198704	40.438011	39.707554	27.900034	30.983303	36.063652	23.961517	28.134066
798	0.461331	0.460484	0.457956	0.465322	0.434897	0.427267	0.482524	0.457971
799	4.989852	4.995946	4.986315	4.947565	4.852198	4.657354	4.757642	4.804057
800	3.771333	2.576231	5.391101	3.027849	4.103998	1.917374	3.796782	1.923623
801	15.710735	11.202501	23.688148	15.235413	15.361397	15.823026	11.00809	16.596708
802	23.684345	3.987065	16.485521	21.464569	14.772788	29.173578	7.484002	26.788841
803	7.726573	8.263113	7.446584	7.279251	7.400141	8.009197	7.454187	8.986034
804	1.538731	1.477993	1.522398	1.646567	1.270994	1.657503	1.564845	1.980231
805	18.267405	21.285301	20.98081	19.107269	19.944149	18.563856	21.81517	17.647453
806	18.741449	17.092766	18.55555	19.424253	17.401928	19.000715	17.636053	17.97134
807	7.307509	3.060482	8.80731	17.312014	18.231112	4.781148	21.886436	3.392355
808	8.181768	7.642822	4.656983	6.327471	2.611657	5.332506	5.628921	9.16781
809	8.515094	8.408243	8.364296	8.380487	8.382733	8.523272	8.353512	8.344091
810	12.186744	12.610852	11.727996	12.357	11.655692	12.487691	12.549485	13.036544
811	41.961468	43.361732	40.045277	45.473194	45.620155	40.80159	44.293476	39.799892
812	19.960995	16.715519	16.894876	10.716302	16.601185	25.927509	17.069761	14.622261
813	14.240889	13.169651	15.662836	12.535172	11.75724	8.408504	6.678546	17.369905
814	3.535065	4.205804	4.318192	4.200244	3.492478	2.604966	4.592245	4.278117
815	0.887984	0.987444	1.024261	0.934564	0.530984	0.812053	0.594392	1.099491
816	33.580502	29.498901	39.167164	22.2047	30.540424	37.192558	23.605894	33.344402
817	4.010342	3.535501	3.635708	3.859863	3.568407	3.748202	3.762836	3.82822
818	5.834723	5.794293	5.677758	5.008796	3.418852	4.679347	5.252354	4.294899
819	0.434443	0.36254	0.384645	0.386327	0.355828	0.478642	0.700281	0.695068
820	0.545203	0.25706	0.937022	0.718359	0.392448	0.85763	0.771783	0.327753
821	4.753986	6.009165	5.693922	5.802608	3.433699	3.757638	5.689679	4.913429
822	12.177253	16.536879	11.126486	20.640102	8.444431	8.162302	10.376249	11.979363
823	3.934828	5.108904	4.772234	7.763077	4.544322	5.992059	4.45544	2.845317
824	5.234935	5.027338	3.356827	6.853766	5.11844	3.74676	4.511516	5.423001
825	0.146159	0.365601	0.277116	0.405464	0.395669	0.257712	0.311173	0.279403
826	0.645106	0.809681	0.549139	0.690798	0.748249	0.683526	0.806723	0.612228
827	19.47772	21.972599	19.936264	28.83782	21.074289	23.624729	31.522121	22.934603
828	2.452414	1.974201	4.552717	3.173176	2.806749	3.444507	4.349505	0.848787
829	1.424289	0.162634	1.415022	1.440703	0.331345	0.451114	0.871354	1.281623
830	17.22451	16.075071	4.375119	19.008217	15.771437	12.283134	17.514418	18.57991
831	14.781863	12.549354	9.007861	12.672957	13.521408	5.713818	16.106613	13.014422
832	14.536737	12.459598	14.965138	13.934981	12.968529	12.281852	13.049699	12.116167
833	18.39077	18.003954	18.080799	17.979166	18.437351	18.107248	18.32378	18.458416
834	34.861664	31.237303	12.769769	35.207733	6.591336	30.226534	38.936085	22.609774
835	24.806847	23.151396	24.62808	22.712309	29.235693	9.844197	24.321983	18.657963
836	1.668081	1.551215	1.838271	1.335832	1.526764	1.964742	1.414966	1.364503
837	1.974766	1.945347	1.93238	1.948624	2.016179	1.852195	1.885658	1.949623
838	9.402244	7.182085	4.62164	7.424119	10.223592	7.465933	5.732698	6.009091
839	11.616589	10.564215	11.548786	11.308342	11.582577	10.888969	10.612082	11.033245
840	1.108217	0.854817	0.750244	1.600205	1.022181	1.819487	0.701571	1.603518
841	9.102261	3.002577	8.722003	6.999009	9.235374	7.526814	6.795314	2.767643
842	13.81134	11.9529	12.911251	20.361343	21.682177	19.936136	26.002432	17.397999
843	8.667447	1.657522	8.745121	1.320573	3.501479	2.094255	10.560597	2.524159
844	2.682231	2.47688	3.510427	4.801781	3.121767	3.098015	5.588409	2.510229
845	4.71347	5.0675	4.822986	5.636014	5.95091	5.14041	4.468128	3.43691
846	8.143755	8.143526	8.157572	8.043186	8.057487	8.118051	8.008575	8.12187
847	6.840758	8.988153	10.320797	9.428285	11.974733	7.102993	8.589083	8.512094
848	1.084758	0.747945	1.216805	1.007614	0.802022	1.051823	0.926001	1.07169
849	4.503942	4.372262	3.942875	4.572596	4.565905	4.439395	4.649573	5.440158
850	3.031396	3.017708	2.568819	2.82142	3.115987	2.550293	2.441744	2.209854
851	4.808543	4.801126	4.7886	4.7829	4.807507	4.777942	4.813871	4.807567
852	30.137505	28.876972	33.417435	30.752869	26.730789	23.82036	34.064632	33.417393
853	8.480547	7.950633	8.185488	7.941571	7.931008	8.207314	7.837663	7.896116
854	4.75941	5.284335	3.79448	5.115955	7.361532	6.569913	5.192192	3.876307
855	1.723003	1.08378	1.476304	1.533114	2.225156	1.585761	0.984474	1.527538
856	11.197495	7.767636	5.818357	7.466799	6.906198	7.017612	6.844038	7.684868
857	8.492296	8.475033	8.46612	8.478282	8.462028	8.511111	8.478685	8.524649
858	12.410398	9.711727	10.615125	11.54408	9.475881	10.465639	10.459344	9.581046
859	0.489925	0.536021	0.532114	0.468081	0.460444	0.520783	0.540723	0.49048
860	6.08649	6.647755	9.096191	7.049953	16.463964	15.164848	13.16222	18.814804
861	17.379557	12.447788	19.41078	13.965273	26.369671	24.475685	25.32546	22.645815
862	0.353607	0.329425	0.297663	0.31529	0.324222	0.358786	0.325186	0.296344
863	25.114178	27.376671	16.748734	20.780087	31.966692	20.718969	28.478872	14.440858
864	0.041585	0.050479	0.056347	0.056522	0.041159	0.047233	0.021314	0.045672
865	2.676485	4.538778	4.841568	3.310779	2.46147	4.486261	5.114673	2.292158
866	3.114534	2.583019	3.783768	3.436339	4.705709	3.183556	2.520122	2.337993
867	2.903384	2.837586	3.164783	2.713271	2.662054	2.387515	2.751956	3.075587
868	7.02138	6.939525	6.876978	6.743505	6.522439	5.888222	6.925822	5.986934
869	14.517612	9.956987	12.337589	15.344221	10.660189	12.416501	13.123669	14.898426
870	2.573014	2.565782	2.707717	2.667854	2.43028	2.538837	2.426842	2.58544
871	24.702745	16.470833	47.114773	31.830786	22.958679	12.288661	15.097637	15.292485
872	0.288046	0.262069	0.286004	0.235551	0.225469	0.318122	0.334333	0.288882
873	4.527105	2.537663	2.692794	2.930246	3.686645	4.412129	4.248515	3.186445
874	2.650721	3.188966	2.920573	2.722648	3.654107	2.343631	3.394454	3.160379
875	13.635538	13.71115	13.872783	13.122516	13.674232	13.49664	13.075385	12.43928
876	16.633963	16.657806	16.436493	16.588947	16.686176	16.243731	16.548574	16.641085
877	30.98662	16.44412	18.857992	23.329227	30.01001	33.928398	18.988773	27.470413
878	47.275692	41.494289	44.302612	39.791607	40.250427	38.335251	42.750587	42.859661
879	8.557329	10.859483	6.165151	6.401306	5.438815	9.802747	7.491806	8.066886
880	2.18892	2.257123	2.066098	2.25268	2.249704	2.248383	2.187612	2.114151
881	6.557982	6.093705	5.63168	6.874073	6.737982	5.681043	6.506492	6.798122
882	15.778637	13.253569	11.919227	11.478713	16.23679	16.891661	16.949642	12.395679
883	0.035312	0.044172	0.053012	0.035597	0.034679	0.043048	0.037847	0.060467
884	1.657406	1.037671	2.208573	2.853417	2.938224	2.228515	1.704941	1.96075
885	11.013788	11.574923	9.354086	12.409245	11.123288	13.551198	12.587173	12.332976
886	5.046095	7.157575	9.038273	2.752952	8.707243	5.150429	8.027338	9.896091
887	9.269525	9.987223	7.536877	6.635382	12.033049	7.41925	10.301333	7.461839
888	1.639002	1.594556	1.648677	1.134823	1.663661	1.676496	0.919599	1.210996
889	0.939831	0.944741	0.620791	0.710069	0.776159	0.782429	0.872729	0.967412
890	6.571176	13.28232	6.780646	11.234826	9.20712	19.492508	8.943362	14.347383
891	21.182356	25.363272	12.806279	32.945431	25.768787	17.872549	21.44017	15.074243
892	9.807016	9.706295	9.805877	10.157181	9.743474	11.031233	9.432029	10.585978
893	10.639556	10.23936	8.713799	9.100935	9.834921	10.766575	9.830588	8.450577
894	18.717855	14.796542	17.5184	17.350229	16.500856	11.666259	8.049784	20.312561
895	2.952177	2.964312	3.22558	2.984038	3.001309	2.97981	3.184625	3.098448
896	0.814183	0.768982	1.915881	0.553597	0.827551	0.475831	0.602924	1.403072
897	4.463701	3.592851	5.325229	5.936114	4.122327	11.157176	7.982109	4.21332
898	7.925709	5.781649	19.358086	11.797458	6.679492	16.188887	12.859429	5.568185
899	2.215973	2.30886	2.258842	2.113091	2.045948	2.262967	2.373581	2.215984
900	8.362324	9.12661	6.006169	9.966489	9.042476	6.279475	8.149011	6.909312
901	14.101447	14.08061	14.421084	14.444242	14.57449	14.54669	14.471087	14.328816
902	3.586196	4.909576	3.060053	6.202472	4.537585	5.723229	4.288208	5.301336
903	24.878433	21.05475	25.848465	22.013163	16.085238	20.124094	22.053411	22.585104
904	6.827722	4.814313	10.90506	3.48049	8.337248	7.429192	6.353461	2.500542
905	28.569969	45.32523	16.003374	43.139183	47.644672	19.019512	17.451948	15.897064
906	2.774575	0.510332	2.627473	1.079036	1.254056	2.28337	2.809527	1.0991
907	2.759003	2.925427	2.084507	3.868405	4.100045	3.951976	4.827548	3.08784
908	4.512442	5.675171	5.166138	5.500065	4.549892	4.960966	4.782554	5.053154
909	2.200186	2.733117	1.520815	4.856493	2.863052	3.446527	8.90576	10.172783
910	4.961503	5.57918	3.858782	3.884281	5.324038	3.99411	4.129562	5.615283
911	5.052058	5.689969	5.7711	4.725384	5.660472	5.015447	5.725104	6.603723
912	5.739455	5.990209	6.039928	2.133556	4.390578	5.110007	2.780806	6.064066
913	0.091294	0.066629	0.108084	0.108649	0.08267	0.09873	0.084423	0.082431
914	7.064536	9.020105	6.938998	6.92278	8.413343	5.276652	6.160869	7.855004
915	2.116862	2.230131	2.358625	2.307322	2.000062	2.177044	2.360433	2.329603
916	5.591208	4.390417	5.457269	5.507455	5.427731	5.199365	5.036904	4.51761
917	6.588741	11.855834	32.024433	29.104782	8.893389	18.626633	30.525759	7.568745
918	12.205037	12.38448	12.10039	12.148476	12.262123	12.196546	12.3546	12.077411
919	0.509891	0.494017	0.491913	0.48309	0.527979	0.512687	0.494324	0.529803
920	20.322065	20.339205	20.297968	20.369987	20.328512	20.346256	20.364357	20.245275
921	17.137558	17.072792	16.350557	17.211998	18.360905	15.867613	18.566427	19.621143
922	1.752182	1.715044	1.50108	1.599925	1.788257	1.919299	1.555565	1.553998
923	12.327758	12.301891	4.621827	3.513169	7.792125	4.195624	21.786882	6.933507
924	5.84702	6.039775	5.571954	5.915248	5.928997	5.677544	5.74499	5.622142
925	6.457048	4.66249	5.334789	6.983938	5.771303	6.115215	7.997249	5.591894
926	8.21046	7.996323	8.032339	6.046088	7.460777	7.877467	6.737196	6.297615
927	2.444494	18.272985	8.825106	12.583946	7.7448	7.995593	12.685905	12.308235
928	3.472388	4.029527	4.516547	2.717546	3.548224	4.001167	4.083271	4.137768
929	4.174915	5.708274	5.989621	6.770265	4.753409	6.322642	6.789504	5.621871
930	7.275695	1.540165	5.147247	7.301926	4.323812	4.513318	4.353028	4.209057
931	54.950512	40.954967	36.759289	25.696844	74.587929	30.259413	33.22567	18.084747
932	9.667836	9.169292	8.924822	9.1212	10.021861	8.746449	6.734898	6.853799
933	0.474277	0.626048	0.433502	0.534861	0.479184	0.459159	0.489729	0.551681
934	2.186501	1.226501	2.332871	2.017064	0.777819	1.903252	1.867403	2.325984
935	9.631451	8.309336	7.45137	7.920238	8.3571	9.584782	10.762015	9.502373
936	10.058601	10.392478	10.233822	10.347446	10.71405	10.782902	10.252964	10.104632
937	0.470665	0.319518	0.330398	0.538249	0.496758	0.329676	0.398053	0.447212
938	11.405667	15.277964	4.746873	12.511532	13.58202	10.273181	14.341233	12.920073
939	7.776725	13.167035	10.682406	6.052564	13.92115	6.441817	12.339561	13.413269
940	11.272407	11.234583	11.3478	11.304078	11.391275	11.332212	11.588893	11.219927
941	0.908478	1.31091	0.890502	1.234669	1.751744	2.270359	0.726344	1.455187
942	7.071564	5.624	6.749695	6.598988	6.760501	6.932025	6.705126	6.595835
943	3.059822	2.433894	2.561245	2.611343	3.30167	2.669259	3.013534	3.552415
944	6.517989	6.616597	6.671106	6.608619	6.687179	6.697404	6.47668	6.564662
945	2.370528	3.700664	3.161119	2.730039	1.733214	1.356219	4.600911	1.889573
946	1.180034	1.28396	1.544835	1.219242	1.26452	1.185443	1.03901	1.134972
947	26.207952	26.63027	26.7782	27.673805	26.911575	27.146797	26.709536	28.120386
948	6.215713	7.491832	7.701803	6.458014	7.172735	7.137814	7.451159	6.902583
949	6.14568	29.990818	15.342654	14.499714	12.479881	12.340684	4.678175	36.449982
950	8.024523	4.445774	7.13543	5.324696	2.41059	4.187701	3.876008	4.22616
951	15.705749	5.281567	2.071292	9.097377	18.439337	4.123773	12.624973	13.858327
952	15.989743	14.79115	14.354648	15.101125	14.428562	16.919598	14.655022	15.750973
953	27.83473	11.794637	20.650703	15.182818	23.824266	17.690111	16.107143	19.726309
954	1.755051	3.681004	2.295874	2.238754	3.397032	1.867144	1.976513	2.355049
955	4.388305	4.327484	5.048307	3.694066	2.839354	3.709992	4.545652	4.618663
956	8.505391	20.57353	19.996229	14.47534	8.53773	17.646132	20.829578	21.05262
957	3.994612	4.179829	4.231736	4.305456	4.23808	4.009201	4.06955	4.199563
958	10.040331	8.419125	9.659097	8.42266	11.332059	10.871745	9.501152	11.149043
959	5.404781	4.878615	2.637322	2.356553	2.407604	5.756253	2.280567	2.439944
960	9.665769	10.200955	9.96546	10.152984	9.901939	10.257149	9.984459	10.103831
961	10.143128	6.450247	11.509678	9.851383	7.298643	8.076505	11.719433	7.959749
962	13.522312	13.639216	9.872815	10.095599	5.463316	10.856205	14.557848	6.269085
963	2.922302	2.969828	3.181845	2.908862	2.921567	3.26952	3.236289	3.422871
964	0.139709	0.155404	0.091074	0.210096	0.163056	0.18515	0.15751	0.134207
965	11.70352	12.960119	13.330275	11.663756	13.367537	13.195547	11.866936	13.229579
966	1.800961	2.805236	2.369417	2.835423	2.647895	1.661961	1.0886	1.611046
967	4.618853	5.859815	3.904532	4.370762	4.331105	4.185753	4.95832	4.618042
968	7.492963	9.475697	15.659987	13.465179	18.22225	13.773212	22.665545	16.352879
969	6.369378	6.015165	6.375613	6.552792	6.707002	6.284943	6.71501	6.392098
970	9.049073	10.734469	16.021975	9.109676	11.268566	14.540866	12.872818	12.505098
971	5.002493	7.363102	5.201158	7.836663	4.140898	6.082915	4.966039	7.586889
972	3.237519	3.493664	3.592093	1.146537	3.746616	4.020163	2.079388	1.417706
973	8.802703	7.158544	10.523083	9.394485	10.182688	7.109757	9.463037	7.352757
974	10.198991	11.540347	10.184405	10.521452	11.78513	10.335819	11.088814	10.912066
975	2.125657	2.289946	2.070144	1.883681	2.151836	2.143717	2.130826	2.146876
976	4.070606	3.627669	3.086385	3.235706	3.35906	3.952328	3.708884	3.625407
977	2.739988	2.520658	1.74945	2.118981	2.139686	2.502625	1.860971	1.090177
978	9.957683	8.634735	9.649344	5.933464	3.540498	4.552831	7.886783	8.213402
979	0.558897	0.597873	0.618668	0.538103	0.665992	0.636764	0.682646	0.671818
980	33.831528	34.728138	33.533978	35.532829	34.397976	33.206913	32.908207	32.55405
981	18.815634	1.299757	32.15089	12.136903	11.213306	7.583803	3.481311	5.227325
982	0.785795	0.618569	0.556215	0.431144	0.471284	0.454224	0.90736	0.884055
983	5.138915	3.75784	10.359754	14.661573	4.191439	13.94844	2.104888	2.723099
984	6.679184	6.529827	7.777855	8.623339	8.573842	8.389567	8.893478	7.891366
985	26.321623	24.324995	26.361507	25.199966	21.784161	25.393776	26.62405	23.52887
986	6.450052	9.322165	10.39004	10.10962	8.301465	9.298886	6.667302	6.335785
987	1.651382	1.523181	1.62022	1.918008	1.157493	1.732625	1.759376	1.666741
988	18.245771	20.248213	22.60248	19.158596	16.916498	20.668396	17.210001	22.681913
989	3.235424	3.180656	3.320549	2.968375	3.122554	3.15038	2.943677	3.05943
990	6.446882	3.96331	1.853558	2.644424	3.120052	5.041207	1.832891	7.562754
991	0.816216	0.852782	0.861579	0.839084	0.798679	0.825721	0.811928	0.840426
992	12.72227	14.217203	12.275414	14.266495	15.589477	14.829896	12.995761	13.008307
993	7.150123	6.467022	7.015359	6.721126	7.444973	7.219071	6.794679	6.210609
994	22.146322	24.920025	11.380319	17.732517	20.192137	18.295845	14.050615	22.299379
