#simf_A001	simf_A002	simf_A003	simf_A004	simf_A005	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005	simf_A001	simf_A003	simf_A004	simf_A005	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005
id	c0r1	c0r2	c0r3	c0r4	c0r5	c0r6	c0r7	i	i	i	c1r1	c1r2	c1r3	c1r4	c1r5	c1r6	c1r7	i	i	i
514	9.783277	9.145120	30.084318	9.579605	10.129539	29.788889	30.631599	10.118224	30.308819	29.237684	10.729599	30.577877	9.674953	30.582279	29.212442	29.965714	10.541472	9.873583	29.965754	10.426068
515	29.960878	30.822334	30.129274	29.831921	30.628428	9.264340	29.880745	9.991528	29.960314	29.142635	9.522560	10.842515	29.989231	30.113480	9.049975	9.928464	9.924725	9.822033	9.349653	9.219762
516	29.033813	10.208354	30.453661	30.149330	29.499117	30.793312	9.821898	10.436547	30.975897	29.624781	30.538464	10.461469	29.638382	9.638180	30.113487	10.060629	10.024383	10.639997	9.153696	9.377224
517	30.332493	30.383226	30.556583	29.288454	9.751124	10.904340	9.665180	10.967275	9.950410	29.762636	30.047789	10.337515	30.027275	29.909901	9.733863	29.869967	29.667706	9.563923	9.451278	9.701609
518	30.222151	10.062052	9.449310	10.152599	10.661096	30.112963	29.869915	10.505250	10.084146	9.946769	29.228855	30.977520	30.168562	30.086256	10.276502	29.407784	10.729362	30.066086	9.741597	29.558741
519	9.509750	9.707983	9.591928	10.706608	30.514477	9.790478	10.567516	10.014067	29.386368	30.015202	29.734735	30.018084	30.144602	29.735907	10.519629	29.236401	29.585239	29.586346	10.125923	9.554600
520	9.296774	9.821280	29.060644	30.433889	29.065228	10.210795	29.971348	29.354115	9.617019	9.976014	10.374978	29.587051	10.301805	10.335622	29.211584	30.312628	30.482008	10.503240	10.329462	29.587936
521	29.728094	10.693940	9.456112	10.803428	29.392427	10.900828	29.982424	30.549822	10.688373	10.042238	30.190742	30.307291	10.626923	29.817781	9.228200	10.416990	9.560530	30.061132	29.848795	29.716936
522	9.407181	30.417110	30.276703	9.633964	29.323460	29.348221	10.629755	9.980657	30.026651	9.970914	9.215646	29.601271	29.318924	10.289379	29.745783	10.339924	10.580115	30.186827	9.959702	30.000843
523	29.873724	10.848099	29.437065	29.840336	10.314975	10.043418	9.422439	29.528944	10.358761	30.388401	30.197134	29.761408	9.192592	29.779625	10.509762	9.211681	10.570073	9.552837	29.120638	29.345894
524	30.785522	9.509946	29.222879	29.587137	10.357668	9.975724	9.248103	30.532333	29.661873	9.872524	10.534095	10.186807	30.476910	30.516222	29.775751	10.221049	10.187336	9.716186	29.384048	29.228613
525	9.980245	9.774283	10.594750	29.756426	30.336540	10.414353	30.087698	30.258539	10.715322	29.174994	29.325287	29.367331	29.999846	10.216230	30.092968	9.741627	10.124808	29.504717	10.445242	9.608538
526	9.965986	30.040752	29.336718	30.617836	10.461231	10.030849	9.391940	29.309740	30.407791	10.251014	10.559971	29.955065	29.865839	9.959464	9.800922	9.588124	30.441753	30.442789	9.182428	30.688562
527	10.466771	30.739573	30.120573	9.169114	10.231328	9.887965	10.307139	9.456185	9.720919	29.803053	10.772999	9.075168	30.069712	30.158411	30.101795	29.921862	29.818403	30.264355	29.175999	9.175864
528	30.156487	29.438135	10.026843	29.209078	30.138399	9.667972	10.115788	30.661556	10.582567	30.952362	10.292876	9.776282	30.960855	10.949381	30.441513	10.130219	9.913104	29.564821	10.329917	30.745964
529	10.816499	9.820565	30.621025	9.445344	29.413067	29.546328	10.097042	29.587482	29.225336	9.745338	30.562292	10.077314	9.741649	10.525659	29.369722	9.895637	9.710060	30.822313	30.815351	30.057999
530	10.119061	30.558393	9.993255	30.346851	9.810785	29.332411	9.740870	10.389340	10.270928	30.111980	10.114791	29.956152	30.492727	9.859787	29.597958	9.152611	29.522287	9.963423	29.191858	30.530598
531	29.683577	30.016390	30.083725	9.225817	10.319771	30.272488	10.343412	9.799418	29.553465	9.889121	9.435418	30.217043	30.151480	29.260357	10.665442	9.494983	10.375067	9.961771	29.833347	30.503540
532	30.913395	10.378932	10.720646	30.412670	29.022448	10.459885	30.043127	9.560256	29.963366	9.559789	30.455526	9.907931	29.841646	9.469231	10.209971	30.422533	30.129087	9.326100	10.062963	30.768663
533	10.845820	29.091171	10.096913	10.449537	10.304116	29.451992	9.465466	30.155172	30.536983	9.557069	30.807709	10.199644	9.770017	29.980236	29.746479	10.140124	9.941870	30.019920	29.456949	30.113577
534	30.322315	9.792806	29.923901	30.045401	10.365794	29.708176	10.136225	30.401199	10.242821	29.241930	10.455280	9.260074	30.639566	29.687225	30.325611	10.793370	30.801687	9.642717	10.150952	9.802418
535	29.879772	10.882077	30.319407	10.050655	29.640341	29.287483	9.670882	30.535517	10.061455	29.620569	9.801141	29.335907	9.366531	29.179073	10.660258	10.719210	10.059332	30.521486	30.122101	10.028829
536	9.615928	30.372810	29.775105	29.388090	30.645609	10.063210	9.771024	10.491437	29.707582	29.229454	9.266818	10.098006	10.012760	29.908436	9.288752	29.988663	10.356338	10.593813	29.944263	30.135756
537	30.210073	9.469501	9.446520	29.114628	29.231964	29.879148	10.262015	9.993670	30.602566	9.180195	10.754043	29.764482	30.424171	30.415527	10.720587	30.463608	10.260644	10.219128	30.393341	9.810472
538	30.415359	30.643330	9.547318	10.182446	29.670504	30.539083	10.555973	10.499242	30.451258	29.832596	10.497226	9.984122	29.503481	10.194774	29.918331	10.122421	10.035996	29.831902	9.322926	29.233137
539	30.455153	29.430456	10.013094	30.077345	10.162893	9.917015	10.038666	30.819321	10.404387	30.582447	10.579592	30.754656	10.117323	29.587170	10.009910	9.660401	30.673494	29.371576	10.626401	29.109619
540	30.663563	29.138496	30.987190	29.238829	9.425851	10.890925	10.370611	10.283411	29.716162	30.452391	9.708221	10.252407	29.049639	30.137892	9.981881	10.317276	30.665594	10.586827	9.905834	29.976175
541	9.833961	9.877670	30.585693	30.948606	9.832586	30.330734	9.756815	29.347218	9.679097	29.918146	9.664581	10.202122	29.369879	29.171976	29.818384	30.130514	9.323675	9.894209	30.688532	9.775411
542	9.604131	9.744307	30.043961	9.549313	10.235575	30.365488	9.588079	29.278601	30.015381	29.733850	9.433850	10.057101	9.608986	30.118999	30.459185	29.284023	9.284322	9.374376	29.408304	30.015888
543	29.590153	9.922067	10.107481	30.277475	9.964212	29.316374	30.303213	9.792746	29.422295	9.757189	29.605392	29.890881	10.714793	30.264847	9.180722	10.404976	30.521606	30.417679	9.465784	9.986012
544	9.864828	9.843062	9.907998	29.161888	30.180843	30.434963	9.043495	30.091011	30.480549	10.220891	30.983118	29.938503	30.244663	9.765658	29.870703	9.505260	30.732933	9.728281	10.661783	9.334430
545	9.916674	9.235206	9.855617	10.095890	9.949504	10.376356	29.835337	9.175278	9.997096	29.795403	29.761726	9.996112	10.464130	29.686165	30.375603	30.156960	29.589891	29.247793	29.828047	29.554119
546	30.690983	10.308987	30.018724	30.344440	30.235149	30.091337	10.988877	29.708549	10.186640	30.067129	10.491403	30.492075	10.472244	10.084004	30.110910	29.730587	9.758068	10.445889	9.717790	9.454561
547	9.554802	29.194092	30.037527	29.672264	30.110392	10.486130	10.475822	30.373808	9.267858	30.451239	10.790750	30.320372	9.410914	30.561642	30.038116	9.261353	10.811834	9.315302	10.323421	29.151197
548	10.758461	9.817188	9.456160	30.133566	9.372828	29.789154	10.928068	29.174307	10.600884	30.231981	9.818279	10.375370	9.214766	29.526442	29.855640	30.175266	10.765961	30.098984	29.226061	29.880369
549	30.377106	29.379051	30.730440	10.157922	29.887743	10.487764	10.530073	30.052032	29.049913	29.014723	10.044720	9.871005	10.146934	29.561939	10.072917	10.171102	30.400154	10.072228	29.645336	10.566891
550	9.537848	30.619768	29.310141	9.774042	30.958487	29.898546	29.761560	30.097754	29.522747	30.036430	9.484597	9.771945	30.069162	10.634998	10.684057	9.805988	10.284291	9.922342	30.853821	10.453453
551	9.494587	30.515524	30.455280	30.219046	9.738705	29.820835	10.444017	29.775331	10.362604	30.388577	9.740192	9.576636	30.862278	29.922907	30.305630	9.891322	30.938248	9.993181	9.920217	10.616105
552	10.598551	29.388683	9.845900	9.907328	29.148394	9.876947	9.862572	29.970711	10.191031	30.472832	29.429760	30.378107	30.050520	10.236466	10.357056	29.856825	10.723567	10.191557	30.113739	29.739851
553	29.729307	30.788425	29.610743	9.009908	10.275231	9.453847	10.846160	9.391788	29.066576	29.020445	10.046892	9.391732	30.237469	30.538885	10.037470	29.915520	30.307463	29.186546	10.053459	10.253822
554	9.256967	29.410984	9.468645	29.655909	9.835269	29.669468	29.579874	9.498358	30.929270	29.368217	10.309086	30.311277	9.690245	10.397091	9.737271	9.936624	30.106379	30.814367	30.282614	9.561505
555	10.248304	10.681387	9.308738	10.006083	30.271971	9.866313	30.541851	9.718454	29.106638	9.813308	30.346693	30.433004	30.622669	29.614653	10.062606	30.470991	10.258284	30.941881	29.291620	10.036073
556	9.847359	30.135866	29.520323	30.857561	29.559776	10.219766	30.393078	29.384911	10.026693	9.637086	9.310660	30.334185	10.490197	30.433943	10.646984	9.963212	10.291243	29.991665	30.032770	9.535143
557	10.558342	10.265501	10.210495	29.529081	30.202164	9.298290	29.398977	29.931097	30.825428	10.324791	29.770851	30.125242	10.437982	9.277049	10.142315	30.410748	29.307762	30.195202	10.801509	10.132257
558	10.450742	29.678411	29.874344	30.368963	30.146784	9.258205	30.916361	29.733362	10.328097	10.525568	29.565699	10.850381	29.108831	10.219546	9.762581	9.601152	9.391645	29.907156	30.618490	10.591393
559	29.916101	29.605745	9.141706	9.845976	30.133465	9.151604	29.070171	30.014568	9.969647	9.954782	30.142527	30.653053	9.881563	10.146322	9.904453	30.642303	9.888543	30.474556	30.827055	10.813864
560	30.442602	29.770409	30.226664	29.388945	10.030247	29.792320	10.492486	30.563206	9.560247	9.893893	10.481558	10.285048	30.866274	10.506660	29.565573	10.500626	10.606596	29.906652	9.706266	29.860205
561	30.236706	10.769983	30.373823	29.863155	29.879988	9.093836	29.639261	9.695983	9.638902	10.325077	9.510077	29.893236	9.681811	30.095562	30.379717	29.392958	9.872293	30.128717	9.274137	9.843287
562	9.122869	29.797655	10.451904	9.740643	29.415058	10.528889	29.227961	29.519167	30.422043	9.599099	29.876644	30.458559	9.550450	30.122047	9.716639	29.092411	30.526663	9.808863	10.831421	10.692578
563	30.153484	10.441398	10.712221	9.505870	30.067139	10.225893	29.988792	10.121508	29.929346	9.284397	9.493862	10.573986	30.335598	29.419682	10.401531	29.624916	30.217478	30.337305	29.920616	9.538221
564	29.343588	10.620290	9.378741	9.884031	30.680607	29.391153	29.586178	9.825231	9.275888	10.857964	30.868023	10.837588	9.888038	30.117079	10.984509	30.050642	29.416334	29.258095	9.857607	29.966152
565	30.313416	30.204229	30.295483	29.648966	10.194425	29.997717	10.434845	9.970312	10.185778	9.572599	9.683360	30.648443	30.385532	9.970517	10.425983	29.068722	9.235345	29.599243	10.049194	29.841030
566	9.562459	9.023243	29.749651	30.071636	10.004298	29.631712	29.578997	29.801697	29.829285	9.236926	9.226585	10.735295	9.587977	30.211702	10.112763	29.586554	30.163702	29.525927	10.232951	10.144789
567	30.918253	9.121925	9.498094	30.263489	10.212746	9.185378	9.474435	29.239784	9.934951	29.217760	9.690209	29.472284	30.226961	10.410084	10.691976	29.882845	30.171890	29.085079	10.764281	29.874445
568	30.241747	10.658834	10.309106	30.067478	10.175131	10.263285	29.550653	29.883467	10.271632	30.101521	29.631126	10.144984	10.639584	30.048004	9.387245	9.584135	29.670034	29.054861	10.177498	30.639194
569	10.514070	30.037664	30.332766	10.280379	10.826114	10.408992	10.607862	9.509386	29.215546	9.401014	30.583900	30.329237	30.319521	30.193398	29.581303	10.810206	29.966835	9.746959	29.506113	9.832213
570	10.135625	30.498751	9.695423	29.725416	30.378504	29.880928	9.930796	10.441112	29.347443	10.503257	30.849535	9.298690	10.066497	29.572090	9.105667	10.144202	30.194357	30.562006	10.803151	29.689262
571	29.812483	10.031299	9.684500	10.382012	10.642566	29.950302	29.394037	10.093871	10.716506	30.818443	10.464407	9.922234	29.722649	30.408993	29.704668	29.786110	9.180980	9.525076	29.972137	30.079882
572	30.354988	10.290133	30.482103	9.870588	29.621239	30.411230	9.151935	30.064764	29.654291	10.457232	29.491983	9.211788	9.265646	29.188089	10.438885	9.480593	30.331743	10.053102	10.163570	29.861652
573	9.716119	30.203449	30.397785	29.285780	29.853214	29.380823	9.218275	30.777197	9.255335	30.224432	10.748736	29.878355	10.828775	9.595581	29.573555	10.311383	10.702975	9.014941	30.369198	10.511443
574	30.126570	10.065439	29.654867	9.295177	9.786693	10.529831	29.963882	9.942922	10.390347	29.638845	30.188072	9.828733	29.279732	9.359222	10.493198	29.536844	30.835548	9.116682	30.457037	29.961309
575	9.871284	9.438724	29.768814	10.346661	30.249247	30.548504	10.165615	9.877928	30.411430	29.667173	9.869548	10.447840	30.558392	30.797350	30.886076	29.441954	10.148366	9.580093	29.704735	10.368510
576	30.590839	29.203072	30.278906	30.463556	29.641823	9.738482	10.116476	10.968719	9.387231	10.232353	10.113882	10.201201	30.186367	29.633347	10.665023	9.190814	29.447401	29.710291	29.663290	9.372351
577	30.735579	10.212669	9.406577	9.434948	9.948165	9.767720	30.102524	29.784063	9.850415	30.531605	10.328094	29.581150	30.321920	9.499857	29.137104	9.714940	9.957184	30.141943	29.672821	29.764879
578	9.648619	10.207623	30.471399	10.345005	29.572643	29.971661	30.621210	10.442110	30.505375	30.554758	30.524935	10.540876	9.825059	29.906242	30.110474	30.559587	9.598011	9.949036	10.263213	10.277873
579	9.800797	30.668171	9.337752	10.298113	30.418446	10.382791	29.658932	30.725275	30.414762	9.849513	9.767547	10.552853	30.791525	29.263565	29.768270	9.491616	10.459523	10.150525	30.476156	29.125046
580	30.267204	10.561198	30.802092	9.548140	29.795048	10.146215	9.193874	29.531788	30.118917	9.996645	30.359568	9.463443	9.507240	30.750149	30.797379	30.818613	10.851906	9.886176	30.873026	10.474053
581	29.739349	9.147533	10.168355	9.253890	29.502628	10.007714	30.231258	29.510252	30.197708	10.978251	30.104828	10.388346	29.536304	10.275758	10.171737	30.287121	10.418992	30.819393	10.698337	29.572680
582	9.289272	10.406937	9.329960	29.763393	10.268870	10.182074	29.576429	30.133238	9.693727	29.534100	29.210173	10.041023	29.359213	30.366196	9.380582	30.977480	9.560368	30.246265	9.931632	29.153269
583	9.261833	9.898431	10.773653	30.253038	9.659955	10.857636	9.752697	29.961479	29.899675	9.089075	29.385214	30.567783	29.817760	9.729074	30.457199	29.363464	10.191272	10.254619	30.632727	29.767931
584	30.179382	29.893379	29.133821	9.487339	10.869454	30.153126	10.754752	10.465063	9.397106	29.664125	29.466492	29.412970	29.882669	9.605531	9.644553	10.202269	9.738655	9.385939	30.112907	29.970177
585	29.471066	29.341597	9.466006	30.147015	10.254376	10.121505	9.111090	10.860849	29.743210	30.663633	29.722111	9.567480	30.262541	10.041332	9.919446	29.375645	29.473618	10.737012	30.753080	10.498729
586	10.647672	29.647903	30.182798	9.548343	29.938538	9.242531	9.667812	10.316836	10.448405	30.901543	29.328854	30.585739	9.950917	30.008316	10.426357	29.426655	10.145622	30.803320	10.651372	29.729725
587	29.771759	29.639679	9.223240	30.542828	29.195498	10.013029	9.894102	29.926502	10.895637	29.791002	10.578749	9.591472	9.480814	29.441801	10.057848	9.476665	10.411580	30.507538	30.422613	30.504023
588	30.252357	30.090633	30.491663	9.772130	9.700532	9.547302	10.606848	10.446473	10.471263	29.860470	30.375729	29.744099	9.367908	29.361225	10.209774	30.556154	10.776963	30.872282	30.247740	10.956312
589	29.684134	30.374693	29.034204	29.323027	10.374060	10.262376	9.578150	9.955171	10.282367	30.176664	30.008905	30.493965	30.731268	29.801785	10.349858	30.591972	10.231403	10.278807	10.754254	9.917363
590	10.129148	29.618406	10.756544	10.832301	29.914131	29.179924	9.296705	10.845133	10.363681	29.790449	10.174006	10.971806	9.871694	9.668135	29.747597	29.693123	29.736107	29.672159	29.650461	29.860878
591	10.711967	10.013804	29.734209	10.778173	10.435984	30.295897	29.308603	30.775845	9.847851	10.095180	29.409409	29.985813	30.506735	29.558229	29.839716	9.312818	9.763623	30.340868	9.333795	10.111324
592	29.496681	9.086394	30.875347	10.639369	30.333120	10.846524	29.107485	30.258410	29.455940	10.157519	10.669116	30.180197	9.675300	10.014056	30.634134	30.429199	9.501500	9.443510	30.080627	10.438244
593	30.175940	30.280193	10.127487	29.733463	29.553291	10.145199	9.904803	29.579073	29.507456	29.424706	9.644744	30.856590	9.496638	10.305853	10.210575	10.306688	29.246754	10.911833	30.763063	9.923711
594	10.553509	30.510374	30.995239	9.909328	29.889704	10.456656	10.463642	30.574093	10.483731	29.593815	10.626320	30.050924	10.113935	10.219605	30.174410	29.629471	29.896679	9.164064	9.433038	29.292622
595	9.268555	29.861361	30.401985	9.719596	30.323486	10.619033	29.797537	30.346985	30.046852	9.801357	9.503602	9.492773	10.602207	29.443523	9.964512	30.446960	9.210912	30.064274	29.170515	9.594820
596	10.605622	29.894625	9.869625	30.056725	9.624898	29.551104	9.350242	10.889455	9.843339	29.019371	29.309744	30.814577	29.847450	30.147530	9.206716	29.435381	9.507956	30.642038	10.267994	10.615632
597	29.655998	30.605366	30.741653	10.206058	30.648186	9.766493	10.343056	10.495731	9.331126	29.693193	29.359818	10.080095	30.091330	29.951857	10.492577	30.148933	29.255033	9.928576	9.971751	10.629971
598	29.920767	9.533891	30.369070	10.273279	29.909597	9.720755	10.654215	9.703971	30.369003	10.369462	29.982969	9.855440	30.193159	29.945715	10.269066	30.698629	9.311533	30.255337	29.637903	9.761973
599	9.548906	9.255379	29.502096	29.268652	29.644613	29.965807	10.467540	29.996647	9.602798	29.061169	9.152199	29.346849	29.610119	9.527151	30.063759	29.697552	9.089373	10.062642	10.565739	10.063986
600	30.568359	30.590034	29.433178	10.219166	29.403059	30.697662	30.163881	29.968664	9.588833	9.331830	29.335691	29.826712	9.141668	29.578083	10.424687	9.827642	9.878222	9.932719	9.861930	10.298912
601	29.525568	9.853052	29.886675	10.249804	10.048268	29.386421	29.175837	10.049673	9.714821	9.293178	30.011665	9.942525	29.783497	9.139885	9.218543	29.236862	30.398634	9.944093	30.317598	29.676004
602	29.973375	9.919040	9.342537	9.824273	29.302748	29.749571	10.979248	10.572838	9.531708	10.856325	9.207529	29.427807	30.035845	29.364872	29.325230	30.145725	29.898932	10.080626	29.772123	9.334843
603	29.639986	10.209868	29.959743	10.459994	9.882150	29.975651	9.397955	10.722360	10.355189	29.381550	29.750662	9.939233	30.083351	30.262342	10.160724	29.128578	29.340555	10.066475	10.543930	30.281624
604	30.223167	29.405556	10.513024	30.772320	30.761795	10.138159	9.273005	9.595657	30.776743	29.433176	9.318771	10.139543	30.313921	9.454000	10.535028	30.022289	10.108451	30.109697	29.118181	9.819737
605	10.466790	9.789010	10.348173	10.609468	30.541088	30.433769	10.530103	10.011733	30.323885	29.892990	29.469252	30.401878	29.666040	10.624408	29.494389	9.741854	29.533499	10.621684	9.699665	29.407700
606	9.672011	9.706839	9.857703	9.926459	30.202707	30.070993	10.971472	29.849155	29.640247	29.666452	9.851241	30.046562	29.989704	29.163429	29.902607	10.140450	9.549673	9.716849	9.494149	29.318182
607	10.171865	9.967983	29.942829	30.035812	29.543768	30.270248	10.593663	30.598635	30.430649	29.741461	29.126556	10.577816	9.366821	30.295691	9.813163	10.654227	9.656043	9.280099	29.051941	9.736630
608	29.348436	10.545185	30.677858	30.472616	10.152667	30.424530	29.591948	29.985201	29.894051	9.157933	10.145541	10.302280	9.595853	30.521379	9.608631	30.002779	10.364576	30.643547	9.931616	10.254136
609	30.465233	30.384865	9.607780	9.218291	9.763123	29.364262	30.024847	30.029972	9.721101	9.975668	29.764544	30.305058	10.421137	10.704550	10.200103	30.037491	9.409266	9.757771	30.001673	29.250610
610	30.800331	9.666766	30.405481	9.721194	30.393499	10.311077	10.238941	29.538710	30.619267	9.784019	29.442539	9.668826	9.662342	30.282297	29.860352	10.960413	29.760103	30.253099	9.468290	9.600501
611	9.670442	10.503945	9.240701	9.768077	30.873196	9.733077	10.214081	29.473629	30.714796	10.253140	10.049279	29.281727	30.033030	30.211863	29.198505	10.223007	29.772329	9.991828	29.771263	29.353998
612	29.068586	29.802170	30.042725	29.310535	10.313079	30.444798	10.296243	9.385476	29.769073	9.765779	10.188482	30.124714	9.860187	9.930748	9.931854	30.403791	30.065832	10.155144	29.197094	10.499564
613	29.502121	10.615155	30.088507	10.902861	10.555453	30.662809	9.946081	29.906118	10.860777	30.209412	29.594406	10.085557	30.294037	10.349327	9.182821	29.946325	9.690733	29.470253	29.553379	9.950177
614	29.100746	9.713860	9.338159	9.910083	30.677053	30.645134	29.533020	30.240778	10.176677	9.923307	29.769476	9.437510	10.622080	30.511818	10.117631	29.849445	9.841952	30.699942	30.304014	9.538483
615	30.376814	29.499712	9.630668	10.655059	10.430269	10.499593	9.940246	30.108696	10.018158	29.754887	29.180458	10.041368	10.625453	29.057367	29.891193	9.510854	30.442921	30.812077	29.802994	9.100191
616	30.143372	29.322552	29.329952	10.139259	9.709359	10.039979	29.907587	29.989252	29.046410	29.761642	10.822822	9.931380	30.914337	30.526794	9.772087	10.010350	10.436732	29.951057	9.833379	9.931798
617	9.822825	9.511806	10.582084	9.817740	30.163902	29.601601	29.895414	30.155159	10.404639	9.561409	9.484366	10.599830	29.770264	9.648696	9.193056	29.957663	30.442804	30.410240	30.651596	29.599142
618	30.489485	30.786072	30.212511	10.477447	9.390755	30.781860	9.979667	9.401475	9.213139	9.518752	29.592846	29.077486	29.864853	10.380752	9.257049	10.284783	29.253431	10.495918	30.314020	29.393780
619	30.826813	30.329311	29.538691	30.500183	10.366970	30.327185	10.342855	9.586310	29.847479	30.869097	10.802498	10.306225	10.830663	30.372248	10.298223	29.659317	9.246846	9.789975	9.151161	30.121128
620	10.775453	10.443683	29.653870	9.508569	29.827137	9.704082	29.832571	29.642900	9.994664	29.547579	30.084671	30.043150	10.183121	30.165623	9.696486	10.872016	10.351515	29.869440	10.090357	30.865707
621	29.779736	10.548451	10.701298	30.153660	30.013237	10.563382	29.098722	29.107653	9.937696	30.182726	30.827414	29.277603	9.871449	29.959412	10.096283	10.212687	30.633533	10.324478	9.606517	9.916562
622	10.540682	30.070181	9.883406	9.487333	30.248081	30.205624	9.158479	29.997522	9.479861	30.457104	9.595413	9.719459	30.818621	30.327604	30.309933	29.813782	9.661940	10.897778	29.533312	10.040126
623	30.335506	10.655015	30.465736	30.275938	29.095470	29.642271	9.919971	9.714447	29.815123	30.462305	9.930697	30.552645	30.316969	9.403711	9.515099	29.715899	9.268088	10.391243	10.397206	10.625201
624	9.587132	30.467396	29.554066	30.483078	30.087637	10.353885	29.368433	29.179241	9.729950	30.321032	29.856977	10.672128	9.852031	30.088320	9.337485	9.389200	9.862925	10.334509	29.322401	9.910516
625	10.069699	9.596747	9.927848	9.266004	9.724605	30.030666	30.554243	10.356852	9.396469	29.662157	29.700138	29.419758	29.661663	9.975204	29.831789	30.485556	30.979860	10.466107	30.034512	9.046548
626	9.793090	9.660188	9.759930	30.287451	30.439753	30.329138	9.257201	29.855484	10.336552	10.070924	30.554354	29.236250	30.620949	30.618786	9.387647	30.491041	10.455939	9.739999	10.375825	29.157509
627	30.538727	29.354904	30.519955	10.610802	9.704441	29.708624	10.159581	29.939392	29.586802	9.910369	30.156866	30.469025	9.615281	29.980692	10.107162	9.802878	29.673120	9.051064	10.125484	10.713233
628	29.375202	29.755957	29.855389	9.725029	9.244086	29.710079	10.367416	30.375784	30.660030	29.716255	10.700565	10.073694	30.339617	9.752066	9.900449	10.506805	29.710796	9.954766	29.586370	9.110550
629	9.547184	29.958752	10.462351	9.927206	30.777578	9.796803	29.486513	9.490367	29.506126	29.830399	30.905039	30.234509	29.070436	9.895330	10.701760	29.944258	9.853921	10.424174	29.332479	9.655809
630	30.148140	29.760416	9.846970	29.836273	10.254460	30.532904	30.902592	10.158306	10.451338	29.334131	30.824692	9.415485	30.712748	9.800484	30.115454	9.713480	10.888163	29.806973	9.433921	10.834312
631	9.794667	10.165540	10.415810	10.538301	30.441717	10.529039	29.938269	10.383049	9.668939	30.247152	10.232450	9.296421	29.513950	29.735695	30.470419	30.288359	30.816586	29.202805	30.550419	10.582670
632	30.149298	10.589623	9.473334	30.017994	29.009943	30.044664	29.856653	10.398435	30.459768	30.140179	10.045444	30.023582	9.697779	9.550331	9.819797	29.329241	10.794628	29.452768	10.110200	9.571819
633	10.062828	30.308435	29.249968	10.129719	30.371645	10.393402	30.359798	9.991680	9.248225	10.035568	10.503646	30.552412	30.746813	10.605365	10.908406	30.062164	29.358601	30.337893	30.100309	9.120617
634	10.351991	30.495489	30.204296	29.237108	9.287040	10.612758	30.417341	30.503403	9.648414	10.323795	9.993558	9.273355	29.854563	29.831354	30.664398	30.005270	10.315363	9.877288	30.901865	9.710373
635	30.222567	29.629015	29.819729	30.709595	29.393215	30.567577	9.254481	10.757467	29.378016	10.434962	30.585901	10.138210	9.753130	10.070354	10.326646	9.840968	10.372058	30.100836	29.969997	10.412663
636	30.352812	10.692475	10.632497	9.916557	29.919165	9.835285	30.472639	29.131105	10.496396	10.525426	9.322669	9.871806	10.451338	10.372260	30.115387	29.871326	30.205503	29.860552	30.407949	29.732954
637	29.819502	29.868341	29.883661	9.404998	30.454142	9.373455	30.160738	29.653027	9.861012	10.402613	29.255720	29.645855	10.580833	30.666449	10.058194	10.468087	10.029589	10.235739	30.281326	10.646749
638	30.398846	29.864103	30.229733	10.184653	10.032032	10.000628	29.576876	10.478928	30.367233	9.803077	9.782773	9.539770	30.496887	30.240768	30.306635	9.850509	9.721593	30.083950	29.904335	10.979721
639	10.227674	29.903143	9.683456	29.539703	30.085997	29.656328	10.007582	9.735950	29.510954	29.656414	29.307854	30.513943	9.624905	9.909843	29.346630	9.992353	9.103173	29.166077	10.631853	9.996370
640	29.924219	29.836309	30.177063	29.025702	9.719466	9.346351	10.792752	30.443409	9.041927	10.574840	9.433572	10.396108	30.294319	30.698673	9.677646	29.498926	9.868095	30.071098	29.504814	10.086906
641	29.679941	10.141774	30.204792	9.259945	9.934300	29.839891	9.054608	30.695993	9.693633	30.035650	30.459375	29.735508	10.366149	9.958683	9.438372	9.849296	10.169907	29.858919	30.403723	30.438202
642	29.874189	30.726892	10.110146	30.375858	9.412114	9.308483	30.295509	29.688658	9.301114	10.206941	10.167039	9.779608	30.245930	9.292226	10.082910	29.222651	30.794796	29.866693	29.154642	9.644957
643	10.634214	29.461647	10.306005	9.036477	10.466161	9.490932	30.033377	30.043623	30.481541	30.059273	10.177605	9.424910	29.804033	10.617115	29.619329	29.910080	30.000002	9.940915	29.804947	9.862525
644	29.654758	9.578985	9.575064	29.729351	29.060417	29.596155	9.331016	30.022858	10.124808	10.091540	9.529119	30.015110	29.924583	9.947331	9.628950	10.652985	30.425842	9.826301	30.693592	29.057240
645	29.086910	9.776869	30.357281	10.436611	29.926699	30.116859	29.471247	10.820541	29.064543	10.248898	29.075960	9.830005	29.148195	10.142982	30.710186	9.211737	9.641523	30.469717	9.326144	9.989075
646	9.278016	30.403313	30.089226	30.540293	9.701483	10.880291	29.147312	10.944346	29.497648	29.783546	30.563822	29.672091	10.785860	10.394098	30.364502	30.247051	10.807766	9.630211	10.501068	9.427234
647	10.054117	9.430362	29.597654	10.158917	9.523916	10.635848	9.911921	29.793884	10.022632	29.557478	30.331070	29.834410	10.436790	29.754391	9.572265	30.722523	30.124182	29.298664	9.374711	30.308626
648	29.703514	30.766491	10.283322	9.792069	10.445756	9.250519	29.594292	10.663423	9.601520	29.470995	9.223919	30.227753	30.561226	29.160725	10.061047	29.873619	29.823496	9.600385	29.401779	10.496569
