#		simf_A001	simf_A002	simf_A003	simf_A004	simf_A005	simf_A006	simf_A007	simf_A008	simf_A009	simf_A010	simf_A011	simf_A012	simf_A013	simf_A014	simf_A015	simf_A016	simf_A017	simf_A018	simf_A019	simf_A020	simf_A021	simf_A022	simf_A023	simf_A024	simf_A025	simf_A026	simf_A027	simf_A028	simf_A029	simf_A030	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005	simf_B006	simf_B007	simf_B008	simf_B009	simf_B010	simf_B011	simf_B012	simf_B013	simf_B014	simf_B015	simf_B016	simf_B017	simf_B018	simf_B019	simf_B020	simf_B021	simf_B022	simf_B023	simf_B024	simf_B025	simf_B026	simf_B027	simf_B028	simf_B029	simf_B030
id	c0r1	c0r2	c0r3	c0r4	c0r5	c0r6	c0r7	c0r8	c0r9	c0r10	c0r11	c0r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	c1r1	c1r2	c1r3	c1r4	c1r5	c1r6	c1r7	c1r8	c1r9	c1r10	c1r11	c1r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i
2414	1.029558	0.914630	0.306785	0.413573	1.422855	1.642731	0.978765	0.992816	0.774294	0.875287	0.817052	0.814065	0.400463	0.414838	1.433633	0.356021	1.556246	0.992259	1.304519	0.920757	1.188002	0.320801	1.595144	0.373924	0.694479	1.370953	0.537605	1.666610	0.723739	0.632704	0.877344	0.372512	1.184270	0.805258	0.473219	0.834172	0.467918	0.315395	0.452722	0.470456	1.112330	0.444288	1.280134	1.344162	1.537356	0.808798	0.917332	0.268972	1.046596	0.748533	1.583833	0.954264	0.979253	0.774688	0.615015	0.755613	0.249764	1.011908	1.362294	0.231563
2415	8.069572	17.754068	21.986601	4.345542	22.538658	16.678255	30.782829	6.898828	8.458333	17.803654	24.012280	3.642315	18.422850	4.541939	14.008805	6.481743	44.116055	22.453943	19.860682	4.512549	10.384068	16.705954	5.217176	45.791107	14.812666	47.840683	23.468325	3.573528	6.908133	18.813175	44.547054	15.889660	27.504204	21.326527	29.038988	23.060244	13.410091	11.612840	46.686157	15.429498	12.888434	7.451092	23.626059	9.560266	4.224794	15.784280	7.728390	3.374597	19.075199	4.271760	9.150419	28.112484	8.246627	20.500149	18.275681	23.100082	13.849961	8.480217	10.955633	16.832327
2416	2.222390	2.277026	2.192216	2.156902	2.274624	2.313183	2.325459	2.136748	2.075014	1.985062	2.155106	2.157321	2.327770	2.025313	2.227739	2.323598	2.329641	2.297954	2.327303	2.147465	2.256502	2.165633	2.277668	2.035396	2.284580	2.075753	2.244436	2.307673	2.316492	2.223604	2.244015	2.246706	2.157782	2.197939	2.318621	2.248226	2.315702	2.324549	2.321849	2.067159	2.062531	2.242795	2.203982	2.321347	2.294721	2.328601	2.080135	2.167761	2.322571	2.250812	2.253093	2.134076	2.198750	2.303541	2.319640	2.298610	2.253170	2.087865	2.277575	2.141266
2417	38.341587	49.463150	37.447372	47.996841	35.885448	39.861534	38.446171	37.546787	36.321922	34.088444	49.616783	45.206776	43.244686	39.336056	44.583935	41.143135	48.185326	30.856108	32.224705	43.660339	40.147686	45.181358	45.096775	26.165827	57.999393	38.936291	44.045609	50.232941	33.149075	42.643864	39.567257	33.907169	43.218712	38.129848	53.112549	54.612724	48.672337	37.548496	51.582905	32.116982	29.206776	48.072536	38.294018	35.725105	44.392273	32.737896	49.283802	39.278152	43.589302	34.332886	48.463463	51.027046	47.985340	43.307232	32.494205	33.391792	43.601936	47.125412	37.011097	47.083515
2418	3.523446	2.579603	2.311849	4.627818	4.162413	3.201149	3.432528	2.526497	3.353849	3.447975	5.132199	4.375687	3.151098	5.513877	3.067864	4.178075	4.465396	3.343232	3.409944	4.172073	2.718334	2.434361	3.927182	3.293890	3.658839	5.601063	3.340742	3.575101	3.115132	3.150685	2.132669	4.301632	3.544957	5.009080	4.131678	2.436326	3.684693	2.980748	4.039986	3.571411	1.820806	2.741767	3.374872	3.978235	3.285410	3.919854	2.541543	2.709317	2.235598	3.506289	2.201328	4.185993	3.952803	3.120084	5.298639	2.308810	3.694681	5.098499	2.362104	3.730711
2419	7.667953	7.962114	7.389614	8.189326	7.703126	7.320842	8.274314	7.481840	7.307957	7.640412	7.061335	8.193156	8.177942	8.089555	8.295773	7.488099	8.256493	7.352554	8.255876	7.936172	7.852689	8.145020	7.460421	8.124043	7.639476	8.289024	7.476859	6.735666	7.578563	7.460403	7.968277	7.934538	7.988033	7.854554	7.494710	8.231658	8.118715	7.869581	7.369014	8.263891	7.809293	8.062910	7.826252	7.914296	7.465672	8.065865	7.207894	8.111226	7.460346	8.116060	8.150904	7.907368	7.970823	8.336966	8.286810	8.076252	7.540872	7.686444	7.906897	7.932519
2420	29.568150	29.494490	29.612364	29.472178	29.246315	29.155176	29.656103	29.689993	29.215332	29.263039	29.286713	29.441566	29.434950	29.347523	29.552677	29.667873	29.571735	29.603313	29.330593	29.443405	29.584427	29.642616	29.667406	29.460714	29.715717	29.404385	29.601023	29.909964	29.693199	29.640133	29.595875	29.402882	29.525475	29.169424	29.541502	29.501791	29.627985	29.648245	29.551796	29.721048	29.370777	29.453863	29.389690	29.573498	29.410231	29.354847	29.300974	29.764542	29.314144	29.559072	29.377131	29.374971	29.322096	29.500467	29.654867	29.434649	29.630842	29.432394	29.355513	29.499029
2421	28.909470	28.513311	30.801403	29.561436	30.899500	31.716656	30.108583	28.008736	30.940109	29.766495	30.079386	29.850988	31.220913	30.688162	29.017170	28.391088	30.647854	30.055868	30.109570	30.799812	29.428833	28.862862	29.640539	30.704967	29.104214	29.079752	28.686567	28.432173	30.595060	29.819530	30.385813	28.903326	30.195799	29.584475	29.541664	30.108490	29.377045	29.884069	30.668118	31.023104	30.130720	31.232519	30.224535	27.989235	28.349577	30.099356	29.911926	30.704952	30.915861	29.580912	30.872158	29.672562	30.079742	31.961197	30.294029	30.836880	28.066502	30.867470	28.833082	29.328804
2422	8.942081	9.437469	8.329696	10.173078	7.984766	9.877990	8.843651	8.304791	8.484099	10.141398	8.376808	8.983433	7.893101	8.372725	8.821457	9.489275	8.866596	7.942754	9.570258	10.563378	7.477661	8.292723	9.750038	10.615439	9.979313	7.893700	9.402287	8.003179	9.258800	10.614906	9.060580	8.159889	10.445475	8.771362	10.194379	8.813200	9.492661	9.321985	9.873136	10.460983	9.349576	9.682625	9.036421	8.811179	8.823902	9.337944	8.179708	8.931590	10.584245	8.753689	8.862237	9.504266	7.489336	9.083662	8.817432	9.516991	10.149192	10.185351	10.396034	10.105152
2423	23.253164	19.480913	21.290558	17.627174	19.954136	24.716330	21.948221	24.312307	20.048460	26.506683	16.118591	20.353741	24.159008	17.533091	20.314960	17.416496	24.902100	20.574633	24.686762	21.998356	20.276764	17.565870	23.285872	16.661987	21.790939	21.776236	13.891094	25.180965	17.370363	21.738125	20.716019	17.013296	22.469547	22.015963	20.865477	15.240948	20.147404	25.201263	18.892956	22.413353	22.279938	25.415680	20.619520	26.722496	23.868525	23.948967	19.990828	16.362225	16.509720	19.867573	13.631032	21.045082	21.393337	15.328432	18.652920	17.820076	17.407358	26.257885	25.890589	23.349075
2424	6.355019	5.093154	6.405649	6.184435	6.230962	6.722826	6.087476	6.482689	6.126242	3.760335	4.617524	5.270906	5.212406	4.769353	3.497046	5.311281	5.795083	6.353976	6.046815	4.562904	5.256439	5.225834	5.855274	6.229325	5.223358	6.534216	3.404676	6.192982	4.875895	5.905303	3.878985	5.928869	6.315024	4.321393	6.314610	5.318802	5.994515	6.014683	5.504698	4.724714	4.676323	5.508572	2.856579	5.695372	4.034397	6.503634	4.949153	6.633573	4.508705	5.222734	5.583806	4.326181	4.744907	5.143759	5.809486	6.385645	6.035997	1.855357	5.415669	4.915707
2425	6.653775	5.040590	6.014820	6.169094	4.891341	5.344872	6.935769	5.395205	5.182759	6.298634	4.003055	7.461386	5.357920	5.590936	7.000210	5.445114	5.665738	6.301023	6.156733	7.789782	5.959616	6.600738	6.691528	4.435345	6.929305	4.489780	4.885888	5.021941	7.702108	7.700882	6.667126	4.174206	4.098253	6.614723	4.499234	7.270402	4.895845	7.724868	7.459644	6.634277	6.640054	6.898776	3.975070	4.767454	7.769336	7.569585	4.067739	6.837620	4.254277	6.547307	6.503287	4.553269	6.161166	6.319670	7.734233	4.344929	4.174269	7.780666	7.401348	5.478326
2426	15.041692	12.265046	10.576169	9.755410	8.290305	11.939617	9.898191	12.404026	8.268576	11.261527	14.963107	12.761058	13.591041	10.835009	12.298116	8.533507	6.489229	12.842015	11.371161	11.004057	11.499619	12.770526	12.788020	10.326439	10.431467	10.445844	7.469217	12.325696	10.729468	9.829428	12.110143	11.064871	11.657377	10.275322	9.947729	15.997072	8.545447	9.155189	8.998724	14.409990	13.992873	6.464176	10.672235	9.027593	13.052011	9.022476	11.647044	10.355873	9.125906	14.338256	9.962485	10.001416	11.544927	8.434041	10.707230	13.830377	7.773227	7.995862	9.838605	11.703309
2427	14.327686	11.165213	18.118530	9.347505	18.005999	10.003383	19.059258	15.664414	10.924988	18.827686	8.804916	18.179197	15.298847	15.136395	6.841515	16.837692	9.930407	7.985003	17.447714	3.793428	11.536196	13.033496	6.976567	12.333505	8.025100	6.269908	12.398035	17.049587	10.750910	15.502503	7.003236	11.713262	9.246142	15.079993	16.452721	13.081826	16.311665	16.949120	10.509907	17.900206	15.616995	11.998398	12.520240	9.682954	4.609251	4.824945	8.974735	11.866485	15.186296	10.809706	12.260710	9.388352	16.954832	10.599089	9.935253	9.817432	11.444949	15.850920	12.171293	11.721502
2428	8.317987	12.764804	12.082460	13.510472	7.566102	7.690812	8.607827	11.728760	11.229500	9.237831	13.832062	11.277444	10.840817	9.657783	11.077317	8.129430	11.307919	8.971349	7.288545	13.900422	11.770673	10.267258	10.407113	8.730728	13.165471	13.933044	10.582399	6.239547	11.413764	15.237718	7.740742	6.612540	13.940958	12.851456	11.599092	12.374572	8.245770	7.885293	12.935234	13.856014	7.566838	7.130461	9.803662	9.955564	9.737856	2.955163	10.398459	11.072212	12.931667	9.719648	13.485332	11.218470	7.852091	11.706964	15.100858	9.433412	9.235463	4.903729	5.888877	9.518451
2429	69.818863	37.101593	31.710537	56.354626	71.886551	61.509190	62.113644	42.607262	67.610085	52.138348	65.271767	58.895088	72.589424	66.111504	41.235855	43.533817	58.996941	44.297123	69.197060	29.942274	56.325485	71.142052	56.869045	68.245232	56.334522	58.658016	46.497517	54.713490	51.880947	67.360756	52.399578	58.668396	70.824554	58.393116	54.899189	64.653748	72.532127	42.738979	33.401333	44.191200	39.835983	61.819000	59.064941	47.361259	69.581474	52.462116	31.742601	33.762905	42.425797	67.855469	42.846706	29.373940	53.874088	49.234554	70.362770	51.378220	55.834587	49.071068	47.691978	71.287819
2430	29.985525	36.452168	37.732334	68.916122	51.408180	12.425308	63.085434	23.335402	4.666771	19.146420	37.593956	50.816082	62.468616	3.399006	38.433880	9.907511	53.757530	52.125370	8.983588	44.864403	47.082432	65.494858	43.862774	40.356388	30.010817	49.515430	15.089090	26.146284	5.007032	51.419765	13.306285	9.345482	39.044415	9.453341	36.994930	60.333176	36.543133	15.987779	53.062832	4.184659	61.508167	22.914749	42.415245	25.867804	21.051462	31.865044	10.556952	35.206249	69.497749	68.290771	51.891018	29.005924	19.823267	26.374464	35.523006	37.444511	38.806778	44.064377	13.584630	27.831894
2431	4.997512	4.848092	4.859591	4.954042	4.910473	4.891358	4.959267	4.889589	4.896819	4.997425	4.880522	4.833519	4.970015	4.876768	4.959862	4.837274	4.779022	4.873889	4.877561	4.720932	4.946539	4.908192	4.898372	4.891856	4.812533	4.911988	4.828014	4.892162	4.913332	4.952725	4.896896	4.749640	4.923901	4.830064	4.885128	4.831565	4.902463	4.793491	4.831688	4.905821	4.910142	4.914372	4.863808	4.910177	4.802669	4.893565	4.820879	4.854178	4.950142	4.837507	4.872658	4.924058	4.809179	4.821257	4.910347	4.939756	4.971100	4.827364	4.871576	4.864097
2432	10.043880	22.064873	8.072718	18.002092	29.709785	24.582977	17.273611	28.447422	19.410097	16.702536	25.206684	12.383911	15.954727	18.372044	26.140179	12.148560	15.086084	14.955501	20.241959	7.665192	13.567142	28.493586	25.018196	13.226278	10.769732	19.548731	16.342657	13.762395	16.488493	29.401566	19.966003	18.395161	19.042488	6.186304	13.230605	7.500121	4.567664	19.137152	8.229983	20.703035	18.506334	19.344521	14.882583	15.391009	22.180990	14.018376	6.669441	10.624504	21.699018	14.662688	15.345954	8.605481	19.501493	17.602674	19.367722	7.030680	19.368286	13.242223	13.371586	19.397821
2433	7.899321	5.314741	6.517185	7.192419	3.331491	5.574278	7.541850	7.346506	5.305177	5.418787	8.633268	1.844970	6.302186	5.346989	9.131673	6.713255	4.977718	1.865303	4.429727	3.976651	4.032412	3.171178	6.287210	4.355247	7.345872	4.554217	6.752831	6.704712	8.317932	8.093144	3.916865	2.314881	8.937884	6.059148	2.356968	8.313982	3.204834	6.799883	7.446071	1.839114	3.067984	6.574254	5.434140	3.741899	4.269303	4.793102	1.949349	8.600121	7.409549	6.166325	6.986927	5.329837	3.759802	6.803454	8.500359	5.088137	7.938936	8.749490	2.906604	4.041429
2434	0.769287	0.499309	0.713185	0.672242	0.583852	0.716756	0.609214	0.505304	0.742078	0.567403	0.746120	0.660111	0.775511	0.703696	0.533104	0.520195	0.769662	0.540714	0.776100	0.782716	0.599651	0.553628	0.596188	0.514212	0.677269	0.674848	0.675492	0.731894	0.684645	0.516469	0.752097	0.674195	0.658127	0.581134	0.512606	0.494139	0.564848	0.676683	0.616752	0.617998	0.585117	0.694161	0.539223	0.654577	0.523374	0.500694	0.513353	0.548626	0.731342	0.713150	0.612041	0.522399	0.696171	0.777170	0.755882	0.747891	0.598008	0.645014	0.596235	0.655559
2435	20.616505	20.515806	18.471245	16.135565	17.205620	17.656815	18.998478	19.071051	18.703653	17.538685	19.291685	18.001558	19.816917	18.035915	18.213203	18.302849	20.731831	18.752548	19.943096	17.783278	18.989025	18.627678	17.582682	19.179590	16.713789	17.036747	16.539686	19.909538	18.209017	18.290981	19.613497	17.647306	18.607292	20.041971	19.893656	17.694408	18.084682	18.266029	18.283810	20.110928	18.919186	16.814299	16.632843	18.487812	17.818836	17.147314	20.441317	17.815609	18.744415	18.743853	18.021111	20.834520	18.619476	19.177773	17.945995	19.112093	19.012384	18.613331	19.738661	19.048441
2436	11.308118	3.217471	4.744812	6.608816	3.719011	5.086661	7.916805	8.964474	9.235258	11.596951	12.326530	6.117508	4.385645	6.593827	4.660749	7.270503	11.323276	6.343747	11.887075	5.628042	9.436435	10.293536	6.544903	4.938784	2.346129	3.620465	6.862398	5.137666	8.795330	5.088372	7.292054	1.186900	5.906603	7.535431	10.129052	3.921343	10.389426	6.760352	6.081753	4.812357	8.460415	6.427846	7.973515	9.407085	8.832865	4.862753	5.278090	7.564789	6.808316	5.909961	4.289841	11.962258	7.634398	8.674516	10.699311	4.243346	12.515982	8.818506	11.473729	4.867989
2437	7.180062	5.201015	3.481736	9.251046	8.500530	3.181642	5.124883	5.955597	2.824910	7.176322	7.558916	7.150490	5.159229	6.669648	2.982953	1.722121	5.877475	6.840763	8.557117	4.244813	3.974664	9.517232	5.848176	4.292809	3.731900	5.231966	5.902112	5.662041	2.783531	6.048967	3.160231	8.561264	2.967541	6.801383	2.902558	7.197633	2.793750	6.681479	2.595653	2.561089	8.032844	7.529880	5.379995	5.853686	3.925108	2.322326	5.384546	7.607548	7.947954	6.584695	1.960081	2.489349	2.783701	7.661931	5.942870	6.375797	1.791118	7.313719	2.849834	7.267718
2438	0.098943	0.605507	0.348047	0.687891	0.096434	0.439326	0.182283	0.357849	0.876664	0.172746	0.106156	0.193452	0.126722	0.149745	0.208968	0.138524	0.230482	0.294578	0.409295	0.202928	0.142179	0.566770	0.096179	0.182035	0.121271	0.537066	0.122883	0.181768	0.195768	0.093825	0.094515	0.210511	0.468771	0.095289	0.410935	0.224580	0.427542	0.141452	0.106129	0.105145	0.108125	0.159354	0.145846	0.096958	0.142447	0.099461	0.149057	0.177791	0.195711	0.384881	0.895230	0.104532	0.530401	0.276084	0.570151	0.093972	0.246219	0.099227	0.727420	0.827048
2439	11.694775	25.904175	30.142324	2.142579	22.546947	36.162029	5.738488	35.273247	4.963844	16.614904	50.324879	15.104717	21.731491	18.118710	47.977097	37.755566	4.051359	0.894342	6.321160	45.276199	21.868935	3.787407	29.270662	8.134115	17.123037	53.003880	12.063973	28.131741	39.751945	8.242413	50.686691	31.413147	2.553929	34.092728	20.476622	24.151972	32.745193	25.289589	7.893284	12.656942	7.219784	17.975187	14.829745	18.649652	1.478776	2.347367	2.637998	23.648396	5.335816	21.726265	15.982160	24.338102	35.594345	5.526593	14.037695	11.875329	42.601181	3.257743	24.920990	2.659367
2440	15.941977	3.349912	11.306684	12.412422	7.650357	9.774340	7.967060	10.869811	14.323626	9.229839	13.189073	9.232581	12.241004	14.176048	3.882496	5.483122	11.915505	8.780360	4.108828	11.364023	9.824076	2.287212	14.301328	6.193958	6.348409	14.049634	12.194922	7.664824	13.603746	5.657334	5.492883	9.087086	12.181960	3.346116	5.061828	10.015143	11.141115	9.997614	9.733172	7.297091	10.835385	5.310691	0.969822	10.080824	8.575545	4.954663	10.999962	7.036923	8.703459	6.888097	14.611462	2.056187	6.939124	5.766103	3.689339	9.541781	13.290983	13.634496	8.651323	5.767582
2441	99.393036	106.679893	113.565331	97.316788	85.285202	86.064148	96.131836	102.333771	112.603516	90.709473	94.113045	93.121880	101.872665	104.234665	97.142288	105.701309	94.624077	111.468185	94.037697	100.451920	98.254204	87.905380	95.000938	96.827248	91.214020	101.386047	106.909805	107.367294	94.000893	101.371948	109.784012	101.355247	107.491180	114.478096	97.268456	95.606659	86.604103	91.296219	87.041077	103.190109	96.639801	98.968010	100.409241	95.628113	98.992722	86.537910	78.762299	98.125397	94.395424	104.691772	106.378143	101.413422	89.795769	104.414490	82.848801	113.572388	93.250702	100.449631	116.975601	91.964249
2442	37.808559	36.745804	31.227840	31.327297	32.600155	31.420807	24.179419	33.653805	28.939785	30.775934	22.950680	25.737808	27.996172	33.157883	34.621956	27.490965	33.496845	27.750042	26.741545	32.508884	28.429716	36.185692	34.094357	26.016621	24.098511	31.949451	26.029261	37.967766	29.452034	34.754860	32.989227	27.676565	27.783125	34.874783	39.156223	24.168283	36.977257	26.758410	22.213009	35.558521	26.955256	29.820093	37.544151	38.742012	28.174530	24.373190	34.078663	31.845409	30.216564	31.416708	36.036552	35.781174	31.242664	26.783293	26.994665	33.066288	31.166193	27.683123	33.280415	23.580667
2443	8.367420	9.609542	0.471671	2.771445	1.435054	2.972675	1.464958	6.356864	20.751505	5.409265	11.613387	11.546315	15.955894	13.358635	4.747447	0.808162	11.284526	34.978580	4.340204	1.089601	6.161483	9.129170	8.454988	1.771474	7.058023	12.606776	2.554455	21.084604	7.927710	2.176262	17.415850	4.081496	1.557281	3.629543	3.807276	7.719851	5.161041	5.719430	4.924239	2.519989	7.200974	13.929921	8.901887	6.527935	1.609011	12.581578	2.397699	4.820018	22.312836	9.171599	4.805753	6.059809	6.881914	14.792420	3.436174	13.923444	0.991523	2.988839	5.140766	10.638308
2444	18.838762	21.418285	24.894829	15.317311	18.533167	18.874668	22.543510	20.020115	24.950481	23.029472	21.315489	25.925512	20.044619	24.768812	16.817839	23.467987	26.119141	17.856897	25.267799	22.499746	19.657879	19.546370	29.439724	24.526754	27.637968	22.907286	23.028980	21.384180	31.005865	28.442577	20.317776	21.346079	26.711735	28.691507	21.432882	30.441105	34.001793	24.150396	27.194893	19.783281	14.326656	14.826997	21.731401	20.425253	24.243120	31.658878	24.095879	21.070963	25.111904	21.095884	17.881050	20.873457	21.087036	26.416077	29.260553	27.722019	34.401760	28.009249	34.439579	21.995564
2445	41.997585	104.916962	85.603943	46.689297	83.206627	82.625008	62.848721	100.714928	109.834015	70.874741	74.128494	88.081589	73.631531	105.556084	82.332016	85.919884	102.151306	106.197281	107.399277	67.394310	50.824970	36.655670	70.007500	86.312782	52.823837	90.960251	79.059189	88.801666	92.283829	87.618614	44.376602	80.272430	78.579803	57.988235	90.096848	94.664078	103.348114	81.475945	77.126183	82.978470	100.271179	46.793537	56.693047	83.173553	88.354866	66.268166	97.391731	74.767258	64.722290	52.786953	58.109276	86.270012	90.179573	71.107483	83.115913	59.243046	67.512100	33.986774	113.036407	113.536438
2446	3.655473	3.393346	2.571342	3.130462	3.056511	3.199622	3.105578	2.938266	3.296635	3.234531	3.472038	2.583325	2.407270	2.860529	3.143734	2.700149	3.216435	2.075434	2.789742	3.555480	2.931518	3.390853	3.035357	3.689381	3.228858	3.324258	3.112870	2.949691	2.860806	3.278368	2.898131	3.439288	2.963736	3.358775	3.130273	2.820641	3.395437	3.039272	3.254875	3.027715	2.644150	2.216975	3.468713	2.888232	2.329260	3.426825	3.201956	2.851225	3.609797	2.966495	3.111213	2.715218	3.116014	3.018509	3.122877	2.523396	2.464912	3.267870	2.351848	3.174212
2447	56.573887	84.888718	61.439495	91.265541	54.835594	78.693733	76.919548	72.767311	76.780609	56.461452	62.416645	53.681618	64.174797	77.187363	56.110359	67.876663	55.372871	58.643185	53.357658	64.791359	48.524162	74.667786	51.911003	53.978798	81.653671	68.546318	81.402008	67.103508	65.464363	55.234356	41.705456	33.423649	78.550514	78.848846	34.494423	56.150898	44.672958	46.901619	66.644958	47.985237	57.692905	66.982658	71.432358	76.214752	59.923695	96.700668	66.393723	57.109013	60.783989	46.230560	71.870140	82.956123	75.520599	64.224495	53.759922	80.927902	69.511711	67.261490	53.390266	68.955406
2448	0.755628	0.693026	1.450166	1.054969	1.472120	1.218364	1.675631	1.132625	1.708632	1.540241	1.677141	0.966953	1.690539	1.184255	1.371061	1.192436	1.850326	1.077973	1.682093	1.881146	1.592620	1.458140	1.440095	1.121761	1.114993	1.575130	1.106897	1.315735	1.639125	1.303606	1.454032	0.901559	1.538839	1.221678	1.379401	1.345133	1.321479	1.050256	1.618503	1.324421	1.166678	1.456754	0.664717	1.245196	1.327406	1.043025	1.294758	1.519017	1.361371	1.090980	0.610739	1.535437	1.053746	1.534939	1.531650	1.363550	1.674322	1.771353	0.984940	1.400335
2449	60.040661	88.119530	107.701248	85.820396	89.171799	60.739944	93.448303	96.455185	73.784584	96.864967	117.200081	66.544456	121.700523	66.769691	58.257965	54.368233	70.996552	72.629837	48.668346	59.065113	94.911591	103.131256	32.831013	83.877556	76.501808	92.541679	76.843468	106.085503	51.156170	99.575836	88.635475	69.828674	55.630489	66.319229	110.510345	89.379669	81.442070	95.272263	68.201881	54.880569	84.452621	112.559509	76.251282	72.165733	91.701439	76.718864	68.630241	24.973349	62.500835	68.171135	51.840881	51.906693	83.086258	78.151253	81.333702	55.518353	86.958046	31.458097	108.023277	67.071480
2450	23.031370	23.000078	23.172516	22.968052	22.836132	23.054131	22.900309	22.752785	23.060179	22.684128	22.892593	23.001196	23.084267	22.947969	23.106153	22.931726	23.024134	23.193048	23.143297	22.899231	22.889267	23.037769	22.750803	23.359154	23.025621	23.108971	23.061165	23.193001	22.685942	23.010593	23.118420	23.015322	22.914843	22.940983	23.064177	23.225731	23.372938	23.136745	23.273315	22.963209	23.174828	23.031271	22.794880	22.963577	22.830179	23.194921	23.232700	22.943748	23.288641	22.832476	23.067356	23.072245	23.278873	23.111729	22.697262	22.918154	22.956198	23.190712	22.845795	23.175953
2451	23.675030	23.193361	21.319752	23.644812	21.925123	22.161150	23.648294	21.926237	21.530102	23.421135	23.247860	21.997995	21.218786	21.623735	22.645761	22.132608	24.072645	22.378796	21.993307	22.581661	21.858873	22.369026	23.455868	21.330153	23.478476	23.028746	22.017220	23.293240	22.363808	22.916676	22.291786	22.839062	23.272720	23.919422	23.626066	21.916544	22.635094	23.961535	22.308439	22.704956	22.771288	22.552423	21.512300	24.031036	24.324402	21.694567	22.453190	22.624434	23.007605	22.655624	21.664034	21.867023	21.706676	22.281311	23.670362	22.489546	24.489883	23.777149	22.969965	22.796703
2452	8.143444	9.482065	13.576892	19.908735	15.409982	18.801016	19.338787	24.116364	9.836185	15.255033	15.080811	14.276198	18.418406	16.341068	10.300361	15.684012	17.481049	17.318670	8.910207	19.010321	9.005083	12.988194	16.904083	22.152863	16.378752	10.811439	16.541603	18.560926	18.308748	15.129275	19.365486	19.468418	12.607530	21.388443	17.787214	13.672506	19.300903	11.017753	15.354128	15.169470	13.321938	9.518451	10.545122	15.650771	13.308568	11.916622	22.986738	16.059170	8.811166	13.416041	13.255121	16.811197	12.347890	12.311370	16.776129	10.344648	9.629090	10.334728	23.382776	13.454898
2453	3.454523	3.583302	3.484819	3.443772	3.537642	3.612300	3.457888	3.429762	3.670441	3.346503	3.511534	3.537174	3.449257	3.652429	3.645183	3.624238	3.609959	3.397826	3.581674	3.450243	3.523406	3.575247	3.668014	3.640590	3.514119	3.427716	3.553087	3.486336	3.471486	3.468764	3.549015	3.458268	3.434092	3.536081	3.571786	3.582499	3.488479	3.458595	3.435002	3.438954	3.612324	3.478576	3.701869	3.648502	3.504320	3.772709	3.687432	3.533930	3.634966	3.389689	3.598648	3.570423	3.651673	3.543736	3.502052	3.553722	3.352742	3.550486	3.280168	3.558610
2454	22.576969	26.253706	25.701403	19.473944	23.416000	23.224348	20.635599	23.314194	25.215057	21.412457	21.665457	19.773415	21.589521	21.545187	21.841236	20.340296	24.190201	24.619604	23.133017	22.800146	23.297260	24.097942	25.703226	22.005068	25.052679	20.304514	22.383688	22.295479	23.352869	24.395075	23.569908	23.382074	22.159552	24.273136	24.623245	22.275860	21.800972	19.446846	21.034569	22.088425	21.534546	21.427099	18.699224	21.463898	21.890968	23.934975	21.235979	24.373983	21.830158	20.992138	21.251572	20.922729	21.984867	21.270227	23.744778	20.953062	23.312565	20.899069	21.974413	26.326092
2455	10.524514	8.220845	21.493668	15.847847	17.881495	19.113716	14.196220	17.245434	18.904896	15.151641	16.237892	19.299091	15.890248	17.267502	17.711346	9.936041	18.757908	17.775723	12.906885	12.588554	18.714840	12.154591	17.565668	21.574188	21.789177	10.692776	14.721078	18.609041	11.748566	14.761992	19.104837	8.413269	17.939558	21.090494	12.286644	16.263792	16.225643	10.427767	14.546054	20.909201	16.752201	22.882568	12.924674	14.905183	18.133116	10.713094	19.466652	11.995686	19.487829	18.290607	16.288509	11.492424	10.819873	10.309713	16.689457	12.600495	18.283966	14.017102	19.482403	15.226926
2456	3.821568	4.042092	4.329075	3.978031	4.425469	4.142632	4.305265	3.881265	4.127842	4.526961	4.298702	4.686001	4.189278	4.083852	4.589293	4.208272	4.126143	4.295700	4.195887	4.543649	4.714041	4.736722	4.166264	4.229900	3.796257	4.249413	4.663150	4.116564	4.008464	4.542763	3.978694	3.805766	3.899325	4.072803	4.022062	4.679020	3.895533	4.260178	4.211169	3.911492	3.781777	4.085146	4.435761	4.097358	4.251455	4.521563	3.944480	4.286636	4.178232	4.407936	3.790631	3.823943	4.514824	3.999712	3.908864	4.683736	4.493928	4.456569	4.011147	3.716803
2457	78.579605	105.663910	113.118492	136.928589	70.325554	112.953300	109.502121	107.330917	89.614685	100.367546	81.790703	104.804565	109.287842	139.260941	114.786636	67.353210	119.520309	115.592155	83.089798	117.388268	113.456291	113.460678	107.436729	107.424011	122.701813	131.169632	83.932777	139.406769	109.827995	100.420723	106.058289	104.978325	102.435059	119.644066	94.143005	77.621071	78.599037	107.289131	96.341354	74.148247	86.007591	97.967026	76.434212	98.348412	85.444366	104.883080	114.209030	95.103432	116.205444	100.123955	120.306427	135.136108	95.857323	121.627625	93.522499	133.184662	97.169167	106.350662	92.456070	136.262314
